category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Digestive system,hsa04970,Salivary secretion,10/652,93/9423,0.10752688172043011,1.5540273105086089,1.4638703630228953,0.10827122566093464,0.3580923742845029,0.2961666253480851,91860/805/1755/5331/683/113/54831/483/952/727897,10
Metabolism,Energy metabolism,hsa00910,Nitrogen metabolism,3/652,17/9423,0.17647058823529413,2.5504330566582465,1.7443988237651373,0.10870661362208124,0.3580923742845029,0.2961666253480851,377677/1373/759,3
Genetic Information Processing,Information processing in viruses,hsa03273,Virion - Lassa virus and SFTS virus,3/652,17/9423,0.17647058823529413,2.5504330566582465,1.7443988237651373,0.10870661362208124,0.3580923742845029,0.2961666253480851,5097/7037/64881,3
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,7/652,59/9423,0.11864406779661017,1.7146979307476344,1.5013730652365205,0.11120945330308638,0.36278035252268953,0.30004390058267555,7378/6241/124583/7298/7083/956/4907,7
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,16/652,168/9423,0.09523809523809523,1.3764241893076248,1.3421923073848705,0.11972054757644915,0.3867894614008357,0.3199010583014431,58985/53833/9021/6776/3976/1026/3598/9306/3561/23529/894/3717/6772/1437/8503/3566,16
Metabolism,Metabolism of cofactors and vitamins,hsa00790,Folate biosynthesis,4/652,28/9423,0.14285714285714285,2.064636283961437,1.5381641289244852,0.12462722326622734,0.3988071144519275,0.3298404705993385,1719/2643/55034/248,4
Metabolism,Carbohydrate metabolism,hsa00620,Pyruvate metabolism,6/652,50/9423,0.12,1.7342944785276073,1.4193410009245482,0.12923401307337587,0.4058189569406943,0.33563973882313064,3939/5106/130/127/3948/5105,6
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,6/652,50/9423,0.12,1.7342944785276073,1.4193410009245482,0.12923401307337587,0.4058189569406943,0.33563973882313064,5284/10673/3123/6370/3126/3125,6
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,11/652,110/9423,0.1,1.4452453987730063,1.2806244036718728,0.13848223028882817,0.429143054889143,0.3549303461489153,3939/818/7076/5214/80201/3162/1026/4843/7037/8503/3948,11
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,10/652,98/9423,0.10204081632653061,1.4747402028295982,1.287998688853842,0.1392160505443946,0.429143054889143,0.3549303461489153,949/91860/818/805/5331/3949/113/84699/483/183,10
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,13/652,135/9423,0.0962962962962963,1.391717791411043,1.2498269076174406,0.14104270800680777,0.43082136263897647,0.3563184202277249,136/91860/805/50487/1908/5331/5321/255189/113/5320/183/283748/84647,13
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,8/652,75/9423,0.10666666666666667,1.54159509202454,1.2838574105635447,0.1456450469743234,0.4369351409229702,0.3613749285829077,5214/95/5009/1373/384/445/10993/162417,8
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,8/652,75/9423,0.10666666666666667,1.54159509202454,1.2838574105635447,0.1456450469743234,0.4369351409229702,0.3613749285829077,578/355/332/7153/317/672/1026/8503,8
Metabolism,Energy metabolism,hsa00920,Sulfur metabolism,2/652,10/9423,0.2,2.8904907975460126,1.6307272581242576,0.14881910806256188,0.44110373894489324,0.3648226412326185,9060/23474,2
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,4/652,30/9423,0.13333333333333333,1.926993865030675,1.3864560858725405,0.1501092187368081,0.44110373894489324,0.3648226412326185,1719/7298/9429/7124,4
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease,21/652,239/9423,0.08786610878661087,1.2698808943193776,1.1521948929147048,0.153034287059884,0.44110373894489324,0.3648226412326185,4940/4938/7187/4615/834/9636/59272/4939/717/9641/6772/3627/4314/4599/728/116832/1437/8503/733/7124/6403,21
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,8/652,76/9423,0.10526315789473684,1.5213109460768486,1.2440513621848766,0.15359862338259675,0.44110373894489324,0.3648226412326185,91860/818/805/5331/113/483/1080/2520,8
Human Diseases,Cancer: specific types,hsa05214,Glioma,8/652,76/9423,0.10526315789473684,1.5213109460768486,1.2440513621848766,0.15359862338259675,0.44110373894489324,0.3648226412326185,91860/578/818/805/1870/1026/1869/8503,8
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,3/652,20/9423,0.15,2.1678680981595093,1.425431550924635,0.15690186424695332,0.4467714100591213,0.3695101887707019,1594/6307/6713,3
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10/652,101/9423,0.09900990099009901,1.430936038389115,1.1871066689018834,0.15978336951675484,0.4511530433414255,0.3731340959966677,2152/5331/6776/113026/3717/6772/183/8503/7124/3383,10
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,13/652,139/9423,0.09352517985611511,1.351668358564682,1.1387907238248745,0.16452671648392897,0.46067480615500106,0.38100923817330923,91860/3880/805/3866/5331/3875/113/84699/3861/3872/8503/3868/54474,13
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,9/652,90/9423,0.1,1.4452453987730063,1.1571265386284937,0.16893941687097572,0.469121025360726,0.38799483300511173,3357/5331/84790/7846/7280/10383/79861/113/10381,9
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,10/652,103/9423,0.0970873786407767,1.4031508725951516,1.1216285430462252,0.1742796160703792,0.4794562717774858,0.3965427811693492,355/4615/5331/624/2769/4843/414062/8503/7124/6348,10
Human Diseases,Immune disease,hsa05310,Asthma,4/652,32/9423,0.125,1.8065567484662577,1.246019360789925,0.17737943755799102,0.4794562717774858,0.3965427811693492,3123/7124/3126/3125,4
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,8/652,79/9423,0.10126582278481013,1.463539644327095,1.1279888488006795,0.17865525613576347,0.4794562717774858,0.3965427811693492,7364/874/27294/130/127/54576/1565/1576,8
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,7/652,67/9423,0.1044776119402985,1.509957879315081,1.1420822806088933,0.1793582682980169,0.4794562717774858,0.3965427811693492,2906/91860/818/6197/805/6195/5331,7
Environmental Information Processing,Signaling molecules and interaction,hsa04519,Cadherin signaling,33/652,404/9423,0.08168316831683169,1.18052223167102,1.0111439208719757,0.17979610191655718,0.4794562717774858,0.3965427811693492,3880/79905/10095/1001/5606/84152/10518/11187/79838/3866/3875/7004/144501/11322/3854/3855/5097/1015/1014/3861/286887/4640/10092/3872/1830/3853/3868/3071/1951/51176/56122/64881/54474,33
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,10/652,105/9423,0.09523809523809523,1.3764241893076248,1.057503010846332,0.1893693574541623,0.5010086937369964,0.4143680925644331,91860/805/834/3659/9641/6772/29108/64170/8503/7124,10
Organismal Systems,Endocrine system,hsa04924,Renin secretion,7/652,69/9423,0.10144927536231885,1.46619098426247,1.059645322195021,0.19867622733906845,0.5215250967650547,0.4313365461966618,91860/805/1908/5331/5140/183/1179,7
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,21/652,249/9423,0.08433734939759036,1.2188816616157883,0.9543341718999034,0.20062675992747778,0.5225627235320351,0.43219473374829975,302/578/6281/3606/10095/5606/4615/11035/10392/84790/7846/7280/834/10383/79861/29108/10092/10381/3071/7124/51176,21
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,15/652,171/9423,0.08771929824561403,1.2677591217307072,0.9633748631345112,0.20419412895028494,0.5277632871330442,0.43649595176417194,9075/1364/1366/10095/9076/84790/7846/91862/9069/79861/1365/137075/24146/1080/10092,15
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,7/652,70/9423,0.1,1.4452453987730063,1.0193980189052252,0.20862873944595448,0.5351088278919137,0.442571211038425,7133/51703/9021/3717/5106/7124/5105,7
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,3/652,23/9423,0.13043478260869565,1.885102694051747,1.1586824958861568,0.21028968359610045,0.535282830971892,0.44271512336021157,483/5106/5105,3
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,8/652,83/9423,0.0963855421686747,1.3930076132751867,0.9804768949379844,0.21461243800315624,0.5421787907448158,0.44841854873631387,3606/11035/10622/834/9641/81030/29108/3627,8
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,11/652,122/9423,0.09016393442622951,1.3030901136477924,0.9186660267871798,0.2227837707196844,0.558621992252343,0.4620181890808851,23216/6319/890/5214/5210/84699/5106/1080/3172/8503/5105,11
Genetic Information Processing,Replication and repair,hsa03450,Non-homologous end-joining,2/652,13/9423,0.15384615384615385,2.223454459650779,1.2034705442804507,0.22577312451917952,0.5619242210255135,0.46474935573538717,7518/2237,2
Metabolism,Carbohydrate metabolism,hsa00500,Starch and sucrose metabolism,4/652,36/9423,0.1111111111111111,1.6058282208588956,0.9929059967312353,0.23617077165528672,0.5795402129274732,0.47931897309791016,55276/80201/57733/6476,4
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,9/652,98/9423,0.09183673469387756,1.3272661825466383,0.8878928127718958,0.23630062253292805,0.5795402129274732,0.47931897309791016,3628/91860/3631/3705/805/5331/1608/113026/8503,9
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,8/652,86/9423,0.09302325581395349,1.3444143244400057,0.8747773795733038,0.24323585117302998,0.5901412848848242,0.48808677697241104,818/6804/885/5331/113/84699/483/2641,8
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,18/652,217/9423,0.08294930875576037,1.1988210681066411,0.8078441354143009,0.2441358291636624,0.5901412848848242,0.48808677697241104,6197/6195/993/7421/332/3838/6776/990/113/7364/84699/1869/3717/9641/253152/8503/54576/1576,18
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,4/652,37/9423,0.10810810810810811,1.5624274581329796,0.9345399996146205,0.2515475054615971,0.6007836077666684,0.49688869815288367,1644/130/127/259307,4
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,2/652,14/9423,0.14285714285714285,2.064636283961437,1.086836810295667,0.25211454968779834,0.6007836077666684,0.49688869815288367,4166/8702,2
Metabolism,Amino acid metabolism,hsa00330,Arginine and proline metabolism,5/652,50/9423,0.1,1.4452453987730063,0.8606289008446745,0.2628470792342335,0.6219480184697356,0.5143930979824882,79814/548596/384/4843/84735,5
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,4/652,38/9423,0.10526315789473684,1.5213109460768486,0.877894435225165,0.2671257455813723,0.6248636513477583,0.5168045236710783,2810/483/3291/8503,4
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,13/652,154/9423,0.08441558441558442,1.2200123496135766,0.7505191373913792,0.2677987077204678,0.6248636513477583,0.5168045236710783,1719/2643/195814/122481/8942/7364/29925/25902/6999/248/158067/3620/54576,13
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,8/652,90/9423,0.08888888888888889,1.2846625766871167,0.7397956788475661,0.28319279033625866,0.6562260520895373,0.5427433513522489,5606/4615/29126/10538/3717/55509/6772/8503,8
Metabolism,Lipid metabolism,hsa01040,Biosynthesis of unsaturated fatty acids,3/652,27/9423,0.1111111111111111,1.6058282208588956,0.8594698972823526,0.28620010342109775,0.658652292804718,0.544750016605406,11332/6319/60481,3
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,6/652,65/9423,0.09230769230769231,1.3340726757904673,0.7368462978443223,0.2930814530825891,0.669900464188775,0.5540530154944757,949/5331/3949/113/84699/183,6
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,5/652,53/9423,0.09433962264150944,1.3634390554462323,0.7233867118289844,0.3038013455772397,0.684519021848889,0.5661435519050962,7421/5331/483/624/3816,5
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,2/652,16/9423,0.125,1.8065567484662577,0.880319132868944,0.3048619183891875,0.684519021848889,0.5661435519050962,1644/259307,2
Metabolism,Lipid metabolism,hsa00062,Fatty acid elongation,3/652,28/9423,0.10714285714285714,1.548477212971078,0.79242835063392,0.3055888490396826,0.684519021848889,0.5661435519050962,11332/10449/60481,3
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,9/652,106/9423,0.08490566037735849,1.227095149901609,0.6410524085378476,0.3114918555313945,0.6894634431000021,0.5702329228646633,1870/1026/84699/9134/2346/1869/4314/8503/51176,9
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,17/652,214/9423,0.0794392523364486,1.148092139212201,0.5974525913071899,0.3119001290214295,0.6894634431000021,0.5702329228646633,91860/578/7133/1072/355/805/5606/4615/1111/891/130340/6890/9133/684/9582/8503/7124,17
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,8/652,93/9423,0.08602150537634409,1.243221848406887,0.6426492859993349,0.3142051735158458,0.6900192045838183,0.5706925752196994,6776/3561/3717/6772/3123/3566/3126/3125,8
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,5/652,54/9423,0.09259259259259259,1.3381901840490797,0.679488405977519,0.31767213136900235,0.6931028320778233,0.5732429438237637,355/3002/3123/3126/3125,5
Metabolism,Lipid metabolism,hsa00120,Primary bile acid biosynthesis,2/652,17/9423,0.11764705882352941,1.7002887044388306,0.7878977986654057,0.3310159590248015,0.717557175692473,0.5934683407982859,1109/8309,2
