category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,10/458,157/9423,0.06369426751592357,1.3104608794815453,0.8866244505223448,0.23326867100491883,0.6741250584087104,0.6014749894573956,4773/10396/2057/6446/64284/8398/338382/51761/55576/816,10
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,10/458,157/9423,0.06369426751592357,1.3104608794815453,0.8866244505223448,0.23326867100491883,0.6741250584087104,0.6014749894573956,8200/8322/10297/7475/126374/79981/6657/7043/8325/174,10
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,9/458,140/9423,0.06428571428571428,1.3226294447910167,0.869266584827465,0.24077980696232135,0.6794113382605932,0.6061915699768701,6262/10014/5563/2770/10891/107/22808/5567/6543,9
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,8/458,122/9423,0.06557377049180328,1.3491302169088697,0.8772667586301606,0.24169530354785185,0.6794113382605932,0.6061915699768701,3480/5523/3953/6517/8789/5563/8408/10891,8
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",8/458,122/9423,0.06557377049180328,1.3491302169088697,0.8772667586301606,0.24169530354785185,0.6794113382605932,0.6061915699768701,3483/2690/51738/1442/2770/107/5567/6752,8
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,5/458,69/9423,0.07246376811594203,1.4908866527434972,0.9249882762966435,0.24372533721729214,0.6794113382605932,0.6061915699768701,1558/216/8228/145226/131,5
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,7/458,105/9423,0.06666666666666667,1.3716157205240176,0.8654789633683647,0.24888741459107447,0.687715224527969,0.6136005512079122,23710/664/8408/338382/4286/22808/285973,7
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,5/458,70/9423,0.07142857142857142,1.4695882719900186,0.8912918527286708,0.2529442430351459,0.6883185385707375,0.6141388464440666,3953/6517/5563/10891/4852,5
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,9/458,142/9423,0.06338028169014084,1.3040008610615659,0.8249939079562603,0.2534760332514462,0.6883185385707375,0.6141388464440666,2940/2946/93/2941/5563/2953/653689/2947/1906,9
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,6/458,90/9423,0.06666666666666667,1.3716157205240176,0.8006336543274166,0.2725287129825482,0.7337311503376299,0.654657367218537,80310/1956/2770/51807/107/5567,6
Metabolism,Glycan biosynthesis and metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,3/458,38/9423,0.07894736842105263,1.6242817743047575,0.8715342479146214,0.28077528704058474,0.7440428005614511,0.663857736841796,27159/2592/5372,3
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,5/458,73/9423,0.0684931506849315,1.4091942334150862,0.7932576543256464,0.2810828357676593,0.7440428005614511,0.663857736841796,1956/4616/1021/5979/3800,5
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,10/458,166/9423,0.060240963855421686,1.2394117956542325,0.7033858026620858,0.28780585662820063,0.7554903736490266,0.6740716115765751,10242/4773/5533/2770/107/6543/482/147/154/3764,10
Environmental Information Processing,Signaling molecules and interaction,hsa04517,IgSF CAM signaling,17/458,300/9423,0.056666666666666664,1.165873362445415,0.6599295574618654,0.29070408318915925,0.7567916215254972,0.6752326247194913,2243/2244/2266/64221/1000/4868/5802/5803/5063/253559/84063/51807/10580/90249/10451/9423/139065,17
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,9/458,149/9423,0.06040268456375839,1.2427390756425662,0.6750383154026253,0.2994852832106724,0.7669745057834294,0.6843181054107791,80310/8527/1956/11069/4254/3815/107/22808/2147,9
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,9/458,149/9423,0.06040268456375839,1.2427390756425662,0.6750383154026253,0.2994852832106724,0.7669745057834294,0.6843181054107791,2893/2566/2892/2770/107/2562/5567/2561/2556,9
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,2/458,23/9423,0.08695652173913043,1.7890639832921966,0.8563303839372383,0.3085711147594269,0.7806781485464741,0.6965449144925936,27087/10690,2
Human Diseases,Cancer: specific types,hsa05214,Glioma,5/458,76/9423,0.06578947368421052,1.3535681452539645,0.6994762082186202,0.3097929160898707,0.7806781485464741,0.6965449144925936,3480/1956/4616/1021/816,5
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",7/458,115/9423,0.06086956521739131,1.2523447883045375,0.6153811860794638,0.3259485636909401,0.8148714092273502,0.7270531871802925,1956/6446/9365/2770/107/5567/5745,7
Organismal Systems,Nervous system,hsa04730,Long-term depression,4/458,60/9423,0.06666666666666667,1.3716157205240176,0.6526665171368049,0.3333980953645035,0.8269322837780992,0.7378142682330912,3480/2781/2892/2770,4
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,5/458,79/9423,0.06329113924050633,1.3021668232822952,0.6095692512286642,0.3388844551862079,0.8339734639348085,0.7440966244631375,6506/6530/155066/6571/9152,5
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,18/458,333/9423,0.05405405405405406,1.1121208544789332,0.4708208814148259,0.3545720171189737,0.8567223719725466,0.7643938957950543,8322/5523/1101/1280/1956/1021/3908/10297/11317/256076/7475/3913/1286/22798/5567/1287/155066/8325,18
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,4/458,62/9423,0.06451612903225806,1.3273700521200167,0.5845246246307876,0.35579024506751344,0.8567223719725466,0.7643938957950543,3480/5563/107/5567,4
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,9/458,158/9423,0.056962025316455694,1.1719501409540656,0.4926488913758554,0.36121468522835215,0.8567223719725466,0.7643938957950543,3480/8322/5563/8408/9706/7475/6446/220441/8325,9
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,3/458,44/9423,0.06818181818181818,1.4027888050813813,0.6052776026106813,0.36172722372174193,0.8567223719725466,0.7643938957950543,361/5567/398,3
Organismal Systems,Digestive system,hsa04975,Fat digestion and absorption,3/458,44/9423,0.06818181818181818,1.4027888050813813,0.6052776026106813,0.36172722372174193,0.8567223719725466,0.7643938957950543,8513/5319/38,3
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,8/458,140/9423,0.05714285714285714,1.1756706175920149,0.47331265101254727,0.37115627007938135,0.8682948284003492,0.7747191952644721,6517/8789/5563/5507/9882/10891/10580/5567,8
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,4/458,64/9423,0.0625,1.2858897379912664,0.5186841440479681,0.37817742911311203,0.8682948284003492,0.7747191952644721,56950/2122/38/5352,4
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,4/458,64/9423,0.0625,1.2858897379912664,0.5186841440479681,0.37817742911311203,0.8682948284003492,0.7747191952644721,1558/5319/8398/247,4
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,13/458,239/9423,0.05439330543933055,1.119100692477755,0.42152801319317523,0.3784821898739007,0.8682948284003492,0.7747191952644721,3480/7423/80310/1956/5063/5319/4254/3815/8398/22808/26281/5567/51365,13
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,2/458,27/9423,0.07407407407407407,1.5240174672489082,0.6162902311196682,0.3803958295849149,0.8682948284003492,0.7747191952644721,5319/8398,2
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,4/458,65/9423,0.06153846153846154,1.2661068189452471,0.4865755736371056,0.38934663028128713,0.8823322916446436,0.7872438491866995,3776/8622/107/5567,4
Metabolism,Energy metabolism,hsa00920,Sulfur metabolism,1/458,10/9423,0.1,2.0574235807860264,0.7561607029791965,0.39255774460883486,0.8832549253698785,0.7880670512072099,9061,1
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,3/458,47/9423,0.06382978723404255,1.31324909411874,0.48658542419178047,0.40184014292043313,0.8935159325239032,0.7972222355351116,6517/6833/3767,3
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,5/458,86/9423,0.05813953488372093,1.196176500456992,0.4130681135036619,0.4072439457555732,0.8935159325239032,0.7972222355351116,2066/1956/5063/145957/816,5
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,6/458,106/9423,0.05660377358490566,1.1645793853505808,0.3851407421511501,0.4114433245071405,0.8935159325239032,0.7972222355351116,3480/2348/80310/1956/367/2352,6
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,4/458,67/9423,0.05970149253731343,1.228312585543896,0.4238881629217144,0.41159396622912225,0.8935159325239032,0.7972222355351116,5533/107/5567/816,4
Organismal Systems,Immune system,hsa04611,Platelet activation,7/458,126/9423,0.05555555555555555,1.1430131004366813,0.3652740509679417,0.4141840799821589,0.8935159325239032,0.7972222355351116,2243/2244/2266/2770/107/5567/2147,7
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,2/458,29/9423,0.06896551724137931,1.4189128143351903,0.5106537299380454,0.4151468979806755,0.8935159325239032,0.7972222355351116,126374/79981,2
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,5/458,87/9423,0.05747126436781609,1.1824273452793255,0.38636545134565203,0.41697410184448813,0.8935159325239032,0.7972222355351116,1956/4616/10297/10018/7043,5
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,8/458,150/9423,0.05333333333333334,1.097292576419214,0.2714840665203918,0.4458617496406506,0.9363944525166691,0.8354797621451986,8322/1956/4616/10297/7475/26281/7043/8325,8
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,6/458,110/9423,0.05454545454545454,1.1222310440651053,0.2914487550364658,0.4463954166314428,0.9363944525166691,0.8354797621451986,3480/1956/3945/7018/1906/816,6
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,2/458,31/9423,0.06451612903225806,1.3273700521200167,0.41263864103743886,0.4488950822260813,0.9363944525166691,0.8354797621451986,9104/9365,2
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,2/458,31/9423,0.06451612903225806,1.3273700521200167,0.41263864103743886,0.4488950822260813,0.9363944525166691,0.8354797621451986,2752/38,2
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,3/458,51/9423,0.058823529411764705,1.2102491651682505,0.3402768236000387,0.4541159926542987,0.9363944525166691,0.8354797621451986,3784/5567/155066,3
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,12/458,232/9423,0.05172413793103448,1.0641846107513928,0.2237291966263292,0.4548201626509536,0.9363944525166691,0.8354797621451986,26999/80310/1956/1131/727/10297/5063/22808/1129/26281/2147/10451,12
Metabolism,Carbohydrate metabolism,hsa00640,Propanoate metabolism,2/458,32/9423,0.0625,1.2858897379912664,0.36613966305123985,0.4653534823603175,0.9367661576491974,0.8358114088298604,4329/3945,2
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,3/458,52/9423,0.057692307692307696,1.186975142761169,0.30557774265218673,0.46689614841563165,0.9367661576491974,0.8358114088298604,255043/5319/8398,3
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,3/458,52/9423,0.057692307692307696,1.186975142761169,0.30557774265218673,0.46689614841563165,0.9367661576491974,0.8358114088298604,3480/107/5567,3
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,3/458,52/9423,0.057692307692307696,1.186975142761169,0.30557774265218673,0.46689614841563165,0.9367661576491974,0.8358114088298604,27329/350/5360,3
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,5/458,93/9423,0.053763440860215055,1.1061417101000142,0.23249620849189578,0.474631241107084,0.9403071757781852,0.8389708134762756,3480/10810/5797/1956/10580,5
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,5/458,93/9423,0.053763440860215055,1.1061417101000142,0.23249620849189578,0.474631241107084,0.9403071757781852,0.8389708134762756,1956/2797/107/5567/816,5
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,6/458,116/9423,0.05172413793103448,1.0641846107513928,0.15721145655166283,0.49791382294696607,0.9717354752422184,0.8670121032236335,11069/149461/644672/2770/10451/100132463,6
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/458,14/9423,0.07142857142857142,1.4695882719900186,0.3974098868740259,0.5024451504208847,0.9717354752422184,0.8670121032236335,6482,1
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,7/458,138/9423,0.050724637681159424,1.043620656920448,0.11667288391403893,0.5093455818848743,0.9717354752422184,0.8670121032236335,3480/9985/367/5533/107/5567/816,7
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,3/458,56/9423,0.05357142857142857,1.102191203992514,0.17335501556574962,0.516597635334552,0.9717354752422184,0.8670121032236335,57758/5567/2619,3
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,4/458,77/9423,0.05194805194805195,1.0687914705381956,0.1369923165231014,0.5191284612697002,0.9717354752422184,0.8670121032236335,1956/4616/1021/7043,4
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,4/458,77/9423,0.05194805194805195,1.0687914705381956,0.1369923165231014,0.5191284612697002,0.9717354752422184,0.8670121032236335,4616/1021/2122/7043,4
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,5/458,98/9423,0.05102040816326531,1.049705908564299,0.11179587417043399,0.5212178670707974,0.9717354752422184,0.8670121032236335,5587/107/5567/482/816,5
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,2/458,36/9423,0.05555555555555555,1.1430131004366813,0.19430895021843228,0.5281516833548601,0.9717354752422184,0.8670121032236335,8789/5372,2
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,2/458,36/9423,0.05555555555555555,1.1430131004366813,0.19430895021843228,0.5281516833548601,0.9717354752422184,0.8670121032236335,6482/79623,2
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,5/458,99/9423,0.050505050505050504,1.039102818578801,0.08840028595863103,0.5303267858130511,0.9717354752422184,0.8670121032236335,2266/727/353288/3857/1672,5
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,5/458,99/9423,0.050505050505050504,1.039102818578801,0.08840028595863103,0.5303267858130511,0.9717354752422184,0.8670121032236335,10810/80310/8527/1956/60482,5
Metabolism,Carbohydrate metabolism,hsa00040,Pentose and glucuronate interconversions,2/458,37/9423,0.05405405405405406,1.1121208544789332,0.15444580902924787,0.5430527856325402,0.9717354752422184,0.8670121032236335,51181/9365,2
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,2/458,37/9423,0.05405405405405406,1.1121208544789332,0.15444580902924787,0.5430527856325402,0.9717354752422184,0.8670121032236335,131/218,2
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,2/458,37/9423,0.05405405405405406,1.1121208544789332,0.15444580902924787,0.5430527856325402,0.9717354752422184,0.8670121032236335,2592/5372,2
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,2/458,37/9423,0.05405405405405406,1.1121208544789332,0.15444580902924787,0.5430527856325402,0.9717354752422184,0.8670121032236335,4616/5979,2
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,6/458,122/9423,0.04918032786885246,1.0118476626816524,0.029769868475146826,0.547700678104464,0.9717354752422184,0.8670121032236335,5523/4773/5063/5533/916/10451,6
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,5/458,101/9423,0.04950495049504951,1.0185265251415971,0.04230865796984252,0.5483085154563482,0.9717354752422184,0.8670121032236335,7423/1286/1287/7043/1906,5
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,4/458,80/9423,0.05,1.0287117903930132,0.058289621585008125,0.5496064992769233,0.9717354752422184,0.8670121032236335,3480/80310/1956/10018,4
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,1/458,16/9423,0.0625,1.2858897379912664,0.2586795685757702,0.5497074323117548,0.9717354752422184,0.8670121032236335,218,1
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,3/458,59/9423,0.05084745762711865,1.0461475834505218,0.08036619543313016,0.5521925398995463,0.9717354752422184,0.8670121032236335,1956/4616/10297,3
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,2/458,38/9423,0.05263157894736842,1.0828545162031715,0.11566980078167367,0.5576237577765377,0.975841576108941,0.8706756919668747,916/100,2
Metabolism,Lipid metabolism,hsa00120,Primary bile acid biosynthesis,1/458,17/9423,0.058823529411764705,1.2102491651682505,0.19610352285512078,0.5716308931389276,0.9839548160588097,0.8779145727241511,9420,1
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,1/458,17/9423,0.058823529411764705,1.2102491651682505,0.19610352285512078,0.5716308931389276,0.9839548160588097,0.8779145727241511,9061,1
Genetic Information Processing,Information processing in viruses,hsa03273,Virion - Lassa virus and SFTS virus,1/458,17/9423,0.058823529411764705,1.2102491651682505,0.19610352285512078,0.5716308931389276,0.9839548160588097,0.8779145727241511,3920,1
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,4/458,83/9423,0.04819277108433735,0.9915294365233861,-0.017518908784347476,0.5790439503579661,0.9912980671889092,0.8844664459129117,5827/10455/3418/25961,4
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,5/458,105/9423,0.047619047619047616,0.9797255146600123,-0.047218509836279864,0.5832451649059809,0.9930931186236971,0.8860680456893137,8527/5319/8398/375775/51365,5
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,14/458,298/9423,0.04697986577181208,0.9665748366108848,-0.13252395133751296,0.5920459723736806,0.9967460192373042,0.8893272753094744,8200/1896/2690/3977/1442/1489/3953/2057/93/6360/90865/7043/284340/269,14
Organismal Systems,Digestive system,hsa04980,Cobalamin transport and metabolism,1/458,18/9423,0.05555555555555555,1.1430131004366813,0.13726563282353949,0.5924891805025648,0.9967460192373042,0.8893272753094744,6947,1
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,8/458,171/9423,0.04678362573099415,0.9625373477361525,-0.11173980426301754,0.5955582199171341,0.9967460192373042,0.8893272753094744,84952/149461/5563/23327/644672/51807/5567/100132463,8
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,4/458,85/9423,0.047058823529411764,0.9681993321346005,-0.06656530266412035,0.5980476115423825,0.9967460192373042,0.8893272753094744,4832/100/56953/2766,4
Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,1/458,19/9423,0.05263157894736842,1.0828545162031715,0.08170823287780121,0.6123339391766559,0.9999598023034189,0.8921947108271107,3425,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,5/458,109/9423,0.045871559633027525,0.9437722847642322,-0.1334518844822459,0.6166802267539637,0.9999598023034189,0.8921947108271107,4773/5533/916/6097/6095,5
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,5/458,109/9423,0.045871559633027525,0.9437722847642322,-0.1334518844822459,0.6166802267539637,0.9999598023034189,0.8921947108271107,6517/5563/5507/9882/10891,5
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,3/458,66/9423,0.045454545454545456,0.935192536720921,-0.11941470703000351,0.6288766985988603,0.9999598023034189,0.8921947108271107,8527/8513/116255,3
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,3/458,66/9423,0.045454545454545456,0.935192536720921,-0.11941470703000351,0.6288766985988603,0.9999598023034189,0.8921947108271107,6097/6095/7043,3
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,1/458,20/9423,0.05,1.0287117903930132,0.02905167630598026,0.6312143151716678,0.9999598023034189,0.8921947108271107,7108,1
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,5/458,112/9423,0.044642857142857144,0.9184926699937618,-0.19612667104055717,0.6406952635696015,0.9999598023034189,0.8921947108271107,3908/3913/2770/22798/7043,5
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,4/458,90/9423,0.044444444444444446,0.914410480349345,-0.18439976057364735,0.643241946047409,0.9999598023034189,0.8921947108271107,1956/4773/5533/916,4
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,9/458,201/9423,0.04477611940298507,0.921234439157922,-0.25512380381458105,0.6480786582113602,0.9999598023034189,0.8921947108271107,3480/5218/4616/2892/26471/4286/51804/7704/6495,9
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,1/458,21/9423,0.047619047619047616,0.9797255146600123,-0.021022216507623166,0.6491770763810025,0.9999598023034189,0.8921947108271107,587,1
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,2/458,46/9423,0.043478260869565216,0.8945319916460983,-0.1620678402874963,0.6621310144413775,0.9999598023034189,0.8921947108271107,3163/210,2
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,7/458,160/9423,0.04375,0.9001228165938864,-0.2879914455929987,0.666268122416099,0.9999598023034189,0.8921947108271107,1000/5797/5802/149461/644672/139065/100132463,7
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,3/458,70/9423,0.04285714285714286,0.8817529631940113,-0.22443622807667823,0.6684318205975143,0.9999598023034189,0.8921947108271107,6641/1756/3908,3
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,4/458,93/9423,0.043010752688172046,0.8849133680800113,-0.25208945233958746,0.6687052659595203,0.9999598023034189,0.8921947108271107,4773/11317/5533/916,4
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,6/458,139/9423,0.04316546762589928,0.8880965096918099,-0.30040877114491077,0.6748067382813394,0.9999598023034189,0.8921947108271107,1956/2770/107/5567/353288/3857,6
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,11/458,250/9423,0.044,0.9052663755458514,-0.34312124027160795,0.6768578249101164,0.9999598023034189,0.8921947108271107,6456/3480/2348/9829/1956/55616/155382/23327/118813/3800/2352,11
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,3/458,71/9423,0.04225352112676056,0.8693339073743772,-0.24978650513489153,0.6778255153616173,0.9999598023034189,0.8921947108271107,1956/5803/155066,3
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,2/458,49/9423,0.04081632653061224,0.8397647268514392,-0.2541691476038873,0.6958703752951363,0.9999598023034189,0.8921947108271107,79623/727936,2
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,1/458,24/9423,0.041666666666666664,0.8572598253275109,-0.1582487039789592,0.6979940515099805,0.9999598023034189,0.8921947108271107,38,1
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,6/458,144/9423,0.041666666666666664,0.8572598253275109,-0.3901270147827379,0.7074926881754822,0.9999598023034189,0.8921947108271107,2892/8408/11317/9706/146227/6095,6
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagosome formation,4/458,98/9423,0.04081632653061224,0.8397647268514392,-0.3603926163306858,0.7083118478450601,0.9999598023034189,0.8921947108271107,10810/55616/8398/10451,4
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,3/458,75/9423,0.04,0.8229694323144106,-0.3478953979744847,0.713426580378369,0.9999598023034189,0.8921947108271107,56475/4616/1021,3
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,5/458,122/9423,0.040983606557377046,0.8432063855680435,-0.3939785766023601,0.7137258967035696,0.9999598023034189,0.8921947108271107,9882/10231/5567/482/117247,5
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,7/458,168/9423,0.041666666666666664,0.8572598253275109,-0.4219313500172575,0.7150155531693497,0.9999598023034189,0.8921947108271107,2690/3977/1442/1956/1489/3953/2057,7
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,4/458,99/9423,0.04040404040404041,0.831282254863041,-0.38142255362861177,0.7158059557200922,0.9999598023034189,0.8921947108271107,3480/1956/107/5567,4
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,4/458,99/9423,0.04040404040404041,0.831282254863041,-0.38142255362861177,0.7158059557200922,0.9999598023034189,0.8921947108271107,8398/107/5567/816,4
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,4/458,100/9423,0.04,0.8229694323144106,-0.4022532502303097,0.723157951631519,0.9999598023034189,0.8921947108271107,2057/916/4254/3815,4
Human Diseases,Endocrine and metabolic disease,hsa04950,Maturity onset diabetes of the young,1/458,26/9423,0.038461538461538464,0.7913167618407794,-0.24082899296462906,0.7267110824036351,0.9999598023034189,0.8921947108271107,5078,1
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,3/458,78/9423,0.038461538461538464,0.7913167618407794,-0.41828699065253044,0.7380819828107459,0.9999598023034189,0.8921947108271107,4329/117283/5288,3
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,4/458,103/9423,0.038834951456310676,0.7989994488489423,-0.4635931886428517,0.7443659108958399,0.9999598023034189,0.8921947108271107,916/2770/107/7043,4
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,2/458,55/9423,0.03636363636363636,0.7481540293767367,-0.42337192226848597,0.7549859947216909,0.9999598023034189,0.8921947108271107,79603/768239,2
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,2/458,56/9423,0.03571428571428571,0.7347941359950093,-0.4498896664930287,0.7638151932175108,0.9999598023034189,0.8921947108271107,664/1917,2
Organismal Systems,Sensory system,hsa04744,Phototransduction,1/458,29/9423,0.034482758620689655,0.7094564071675952,-0.35417195252173217,0.7647584422005175,0.9999598023034189,0.8921947108271107,9626,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,6/458,154/9423,0.03896103896103896,0.8015936029036466,-0.5610850951036811,0.7659561916806967,0.9999598023034189,0.8921947108271107,587/9104/210/4832/5372/145226,6
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,8/458,201/9423,0.03980099502487562,0.8188750570292641,-0.5866686394710141,0.7677973714791081,0.9999598023034189,0.8921947108271107,10810/26999/149461/5063/644672/51807/2147/100132463,8
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,19/458,449/9423,0.042316258351893093,0.8706246778381848,-0.6349078901103019,0.7684822878654566,0.9999598023034189,0.8921947108271107,5153/119774/390063/392138/8392/219986/26529/390264/8590/5567/283694/6543/26333/390197/26219/387748/143502/816/26338,19
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,2/458,57/9423,0.03508771929824561,0.7219030108021144,-0.4759767947725517,0.7723672887105668,0.9999598023034189,0.8921947108271107,33/38,2
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),1/458,30/9423,0.03333333333333333,0.6858078602620088,-0.38956768460240926,0.7762275324147141,0.9999598023034189,0.8921947108271107,3418,1
Metabolism,Glycan biosynthesis and metabolism,hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1/458,30/9423,0.03333333333333333,0.6858078602620088,-0.38956768460240926,0.7762275324147141,0.9999598023034189,0.8921947108271107,80235,1
