category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Digestive system,hsa04975,Fat digestion and absorption,17/662,44/9423,0.38636363636363635,5.499553694040099,8.223206825332044,2.3037696822197115e-9,5.213392504301615e-7,4.2954957037322205e-7,949/50487/10999/10555/29881/346606/5320/64240/2168/64241/80168/4547/8694/2169/337/338/84647,17
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,26/662,100/9423,0.26,3.7008761329305138,7.463637352587405,3.1032098239890567e-9,5.213392504301615e-7,4.2954957037322205e-7,6359/7133/3606/58985/53833/6362/2921/2919/3561/1235/3579/6364/3627/2920/414062/6374/1230/6357/7124/10344/5196/6348/6370/6373/8794/4283,26
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,24/662,99/9423,0.24242424242424243,3.4507003570447683,6.737990330944214,5.490226622338959e-8,6.149053817019634e-6,5.0664196550005134e-6,5724/3880/3426/3866/3875/717/3861/728/2358/3872/9103/2214/3868/3123/2357/6403/3383/3126/1668/54474/3125/1670/1673/1671,24
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,46/662,298/9423,0.15436241610738255,2.1972160830511567,5.772819019335484,2.810309203255031e-7,2.360659730734226e-5,1.9450297906738766e-5,6359/58191/7133/9235/8792/3606/355/51330/58985/4982/10913/53833/3557/6362/2921/3976/3598/10673/2919/3561/23529/1235/8744/8771/3579/6364/3627/2920/414062/6374/27189/3604/1437/8784/1230/6357/7124/10344/5196/6348/6370/3566/6373/8794/3624/4283,46
Organismal Systems,Development and regeneration,hsa04382,Cornified envelope formation,36/662,217/9423,0.16589861751152074,2.3614239770559817,5.5771391611277785,1.0052933397789294e-6,6.0429950550055456e-5,4.979034146198179e-5,9075/1364/6768/6281/140576/3880/1366/57402/10999/3918/9076/11187/3866/3875/144501/3854/1308/9069/3855/1365/137075/11240/26154/24146/6280/6274/3861/286887/6283/3872/1830/3853/3868/1041/6279/54474,36
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,29/662,156/9423,0.1858974358974359,2.6460899372530795,5.698623729635265,1.079106259822419e-6,6.0429950550055456e-5,4.979034146198179e-5,9075/1364/949/578/4940/1366/355/4938/9076/7187/1870/317/3949/9069/9021/1026/1365/137075/4939/1869/9641/24146/6772/91543/3434/3627/4599/8503/7124,29
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,29/662,158/9423,0.18354430379746836,2.612595127920762,5.6189462730426705,1.416953559961768e-6,6.801377087816486e-5,5.603891522856316e-5,11200/9319/890/157570/994/9700/4085/2810/1870/993/23594/699/1111/8318/4998/891/991/6502/9133/701/9232/4173/990/1026/26271/9134/1869/894/81620,29
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,24/662,119/9423,0.20168067226890757,2.8707507172053113,5.64518598592617,2.056447585086757e-6,8.637079857364379e-5,7.116390985234435e-5,7133/355/5606/64285/7187/11035/1326/9021/2921/3976/2919/84699/3659/6364/3627/2920/4314/64127/6374/1437/8503/7124/3383/4318,24
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,31/662,187/9423,0.1657754010695187,2.3596700970967897,5.16221504212832,5.7708443558223385e-6,2.0863080962804995e-4,1.7189819214341207e-4,4940/3606/260434/4938/7187/4615/11035/5331/10392/2633/834/90550/7226/2635/2921/1535/2919/4939/9641/118429/6772/29108/2920/64127/64170/7124/1668/199713/1670/1673/1671,31
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,20/662,94/9423,0.2127659574468085,3.0285402069807805,5.433175140244524,6.2092502865491055e-6,2.0863080962804995e-4,1.7189819214341207e-4,5597/7187/2921/2919/9641/6280/6364/3627/2920/4314/6374/3934/27189/1437/6279/7124/727897/2354/1673/4318,20
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,29/662,173/9423,0.1676300578034682,2.386069538794684,5.057791345683289,9.223727274910401e-6,2.81742942215445e-4,2.321378251963096e-4,578/4940/3606/355/4938/56649/5646/7187/4615/317/834/3838/9021/5645/4939/3717/9641/6772/91543/29108/5371/3627/4599/8503/3123/7124/3383/3126/3125,29
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,33/662,216/9423,0.1527777777777778,2.174660120845922,4.800690781450844,1.7250541481219904e-5,4.5250871664762727e-4,3.728376957341039e-4,91860/4067/818/3606/355/805/5606/7187/4615/5331/317/834/3949/2921/1535/2919/3717/9641/1573/4688/29108/2920/4314/414062/8503/7124/337/6403/3383/6348/338/4318/1543,33
Genetic Information Processing,Information processing in viruses,hsa03272,Virion - Hepatitis viruses,13/662,48/9423,0.2708333333333333,3.8550793051359515,5.451008523031093,1.750777772743796e-5,4.5250871664762727e-4,3.728376957341039e-4,9075/1364/949/928/1366/4072/9076/3949/9069/1365/137075/24146/1803,13
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,11/662,37/9423,0.2972972972972973,4.231771045970442,5.4140826000296,2.991570903051644e-5,7.179770167323945e-4,5.915662763177311e-4,3606/355/4615/5331/2150/7064/8542/3250/7124/3620/3383,11
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,30/662,205/9423,0.14634146341463414,2.083044727728244,4.30951776852066,9.345185692791625e-5,0.0020933215951853238,0.0017247605875117178,965/578/4067/4940/355/4938/5606/890/7187/1870/4615/317/6502/6890/1026/9636/4939/9134/1869/894/9641/6772/3627/956/8503/3123/7124/3383/3126/3125,30
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,28/662,193/9423,0.14507772020725387,2.065056431288449,4.109359417419844,1.8438895519647057e-4,0.0037073654456447657,0.0030546275445005435,6359/58191/4067/5331/6362/2921/113/2919/1235/3717/6772/3579/6364/3627/2920/3055/414062/6374/8503/1230/6357/10344/5196/6348/6370/6373/2268/4283,28
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,9/662,31/9423,0.2903225806451613,4.132491959847968,4.8019261255009935,1.953116848861569e-4,0.0037073654456447657,0.0030546275445005435,50487/5321/255189/5320/1573/151056/1576/283748/84647,9
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,12/662,52/9423,0.23076923076923078,3.2848013014176156,4.541306821392151,1.9860886315954101e-4,0.0037073654456447657,0.0030546275445005435,949/255738/9388/4035/3949/64240/27141/344/64241/345/337/338,12
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,17/662,95/9423,0.17894736842105263,2.5471617109238354,4.16607368889176,2.9172202520970407e-4,0.005158873708971609,0.0042505757689835005,8792/3606/2921/10673/2919/6364/2920/4314/414062/6374/1437/3123/7124/3383/6348/3126/3125,17
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,30/662,224/9423,0.13392857142857142,1.9063578981441518,3.7737847735159846,4.546751538704728e-4,0.007638542585023944,0.006293661340417597,2114/11200/890/9700/4085/1870/1111/991/6776/9133/701/9232/1026/113/4488/3561/84699/9134/6722/1869/894/4487/1437/8503/4316/3123/7124/3383/3126/3125,30
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,14/662,75/9423,0.18666666666666668,2.6570392749244713,3.960297270656067,6.31636528005663e-4,0.010106184448090609,0.008326837436866635,5268/355/11200/51512/6241/2810/1111/891/317/9133/1026/9134/894/83667,14
Metabolism,Amino acid metabolism,hsa00220,Arginine biosynthesis,7/662,23/9423,0.30434782608695654,4.332129252594247,4.397901872106411,7.417471363529146e-4,0.01079767890939029,0.008896583813188117,95/5009/1373/384/445/4843/162417,7
Organismal Systems,Endocrine system,hsa04614,Renin-angiotensin system,7/662,23/9423,0.30434782608695654,4.332129252594247,4.397901872106411,7.417471363529146e-4,0.01079767890939029,0.008896583813188117,5550/7064/59272/290/3816/183/4311,7
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,17/662,103/9423,0.1650485436893204,2.3493239081336346,3.7848665919441555,7.717623430978608e-4,0.01079767890939029,0.008896583813188117,5269/3918/5331/2921/2919/3315/384/10319/2769/2920/4843/1437/8503/733/7124/5272/4583,17
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,11/662,52/9423,0.21153846153846154,3.0110678596328144,3.997229948865347,8.033987283772538e-4,0.01079767890939029,0.008896583813188117,50487/79888/79153/5321/255189/5337/5320/7941/151056/283748/84647,11
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,15/662,89/9423,0.16853932584269662,2.3990121864285956,3.6450736438688742,0.0012413146079175822,0.016041604163857987,0.01321723651345442,2161/1604/3426/2152/7035/5329/717/624/2151/10544/728/623/733/722/5270,15
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,16/662,99/9423,0.16161616161616163,2.300466904696512,3.575522158133011,0.0013736441724834258,0.017094238590904854,0.014084538688621482,91860/818/805/3357/5606/5331/5321/255189/2150/113/624/1573/5029/623/8503/283748,16
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,7/662,26/9423,0.2692307692307692,3.8322681849872184,3.975119042756444,0.0016541411736089022,0.019849694083306828,0.016354854460869976,949/80704/2346/151056/337/5948/338,7
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,26/662,201/9423,0.12935323383084577,1.8412319069306036,3.313789449343709,0.0017733201211828902,0.020546053817843142,0.016928609505303092,9075/1364/578/3606/1366/10095/355/10802/9076/4615/84790/7846/7280/834/9069/10383/79861/1365/137075/24146/29108/4640/10092/10381/3071/7124,26
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,7/662,27/9423,0.25925925925925924,3.690332326283988,3.848043851778006,0.002099877527780726,0.022762590890768444,0.018754891617393802,50487/5321/255189/5320/151056/283748/84647,7
Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,16/662,103/9423,0.1553398058252427,2.2111283841257734,3.397226812629012,0.0021001199928982793,0.022762590890768444,0.018754891617393802,9056/5646/1308/10008/5645/59272/340024/4224/483/1803/7512/11136/4225/6564/4311/6519,16
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,13/662,78/9423,0.16666666666666666,2.372356495468278,3.3454018689708787,0.002843996702108144,0.02986196537213551,0.02460431357415927,91860/1072/805/4615/10392/834/3659/717/29108/4843/6374/722/7124,13
Organismal Systems,Digestive system,hsa04976,Bile secretion,14/662,90/9423,0.15555555555555556,2.2141993957703927,3.1814444070659325,0.0038419329923323883,0.03911786319465704,0.03223057023870552,949/3949/6523/113/7364/64240/483/1080/64241/366/9429/9971/54576/1576,14
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,23/662,181/9423,0.1270718232044199,1.808757991020013,3.0199419479596,0.003985812249959356,0.03938920341136305,0.03245413689595389,3656/91860/818/3606/805/4615/7421/1594/317/1520/3717/6772/64127/64170/4843/7096/9103/2214/3123/7124/22925/3126/3125,23
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,11/662,64/9423,0.171875,2.4464926359516617,3.1916495209086606,0.004591444952468121,0.04407787154369396,0.03631729390974785,50487/4051/8529/5321/255189/874/5320/1573/151056/283748/84647,11
Cellular Processes,Transport and catabolism,hsa04145,Phagocytosis,30/662,260/9423,0.11538461538461539,1.6424006507088078,2.887337207415602,0.004791438820811119,0.04472009566090378,0.03684644473313814,949/84790/7846/7280/1520/6890/10383/79861/1535/3673/1080/290/248/4688/3934/7096/10381/9103/2214/8503/7058/3123/22925/2219/3126/1668/3125/1670/4318/1671,30
Cellular Processes,Cell motility,hsa04814,Motor proteins,24/662,195/9423,0.12307692307692308,1.7518940274227286,2.916378261256484,0.004987626445857795,0.045293040156978895,0.03731851366317497,81930/3796/80022/3835/24137/23095/84790/9493/7846/7280/10112/1062/9585/10383/79861/3832/4648/9928/3833/56992/4640/63971/10381/7125,24
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,14/662,93/9423,0.15053763440860216,2.1427736088100575,3.044279752143183,0.005192249288636181,0.04591041476267782,0.037827190108346696,578/3918/7187/1870/1164/317/6502/1026/9134/3673/1869/10319/4843/8503,14
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,15/662,105/9423,0.14285714285714285,2.033448424687095,2.92715559700517,0.006391972925827169,0.053692572576948226,0.04423918103927752,142891/50487/79888/10555/1608/43/5321/255189/9926/5337/2819/5320/151056/283748/84647,15
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,15/662,105/9423,0.14285714285714285,2.033448424687095,2.92715559700517,0.006391972925827169,0.053692572576948226,0.04423918103927752,4067/8792/7187/4615/79092/84433/10913/2921/10673/2919/2920/597/6357/7124/3383,15
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,12/662,77/9423,0.15584415584415584,2.2183073723859223,2.950618431842272,0.007070377439919628,0.05794260536129256,0.04774093110908503,11001/6319/10999/51703/2710/8309/2168/5106/2169/345/2172/5105,12
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,12/662,78/9423,0.15384615384615385,2.189867534278411,2.900547405974497,0.007838810301339887,0.0627104824107191,0.05166935110908247,4615/1535/3717/6772/4688/4843/9103/2214/3123/7124/3126/3125,12
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,15/662,109/9423,0.13761467889908258,1.9588264641481195,2.7676352220467817,0.008999653992355881,0.07032287770771108,0.05794146878799503,5606/7187/4615/1326/9641/6772/3627/414062/7096/8503/6696/7124/6348/6373/4283,15
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,9/662,52/9423,0.17307692307692307,2.4636009760632116,2.9090762038117375,0.009499962329815212,0.07254516688222526,0.05977249025697132,949/5321/3949/255189/113/3294/1573/283748/1543,9
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,14/662,100/9423,0.14,1.9927794561933536,2.743460072745497,0.009846592484900961,0.07352122388726051,0.06057669762640826,1604/928/3673/290/921/7037/1437/4311/3123/7124/952/3566/3126/3125,14
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,18/662,142/9423,0.1267605633802817,1.8043274754265775,2.6546263113903037,0.010416209960457475,0.07608362058073286,0.06268794552861134,8792/4982/2274/11027/9021/1535/79168/11025/23547/6772/4688/9103/10288/2214/8503/7124/54209/2354,18
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,6/662,28/9423,0.21428571428571427,3.050172637030643,2.9863778845987987,0.01167333214165355,0.08345190637437432,0.06875893288364801,2527/2525/2528/10317/2526/8702,6
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,14/662,103/9423,0.13592233009708737,1.934737336110052,2.621947253998725,0.012642088725467272,0.08849462107827091,0.07291380120170816,50487/5646/885/5331/683/5645/113/5320/483/1080/1811/1179/952/84647,14
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",7/662,37/9423,0.1891891891891892,2.6929452110720993,2.8361369291606437,0.013218697379032788,0.09064249631336768,0.07468351043363317,2346/1373/445/8528/284716/259307/189,7
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,23/662,201/9423,0.11442786069651742,1.6287820715155341,2.4769048550800465,0.013777884914621915,0.09121075582327773,0.07515171924035728,578/51513/890/55589/64919/1026/8842/894/3002/5371/2118/4314/3205/597/3207/3206/1437/54738/1668/1670/1053/4318/1671,23
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,19/662,157/9423,0.12101910828025478,1.7226028056266478,2.5097301398456136,0.013844489723176085,0.09121075582327773,0.07515171924035728,91860/805/5606/11200/890/2305/1870/993/4605/1111/3364/891/90550/9133/1026/9134/1869/894/8503,19
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,21/662,180/9423,0.11666666666666667,1.6606495468277944,2.4599406090909737,0.014783102559412644,0.0949000363801631,0.07819144601498401,578/4940/355/4938/7187/4615/317/9021/6890/4939/3717/9641/6772/5371/64170/684/8503/3123/7124/3126/3125,21
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,12/662,85/9423,0.1411764705882353,2.0095255020437177,2.5699432122209314,0.015203214713814174,0.0949000363801631,0.07819144601498401,7378/7498/9615/6241/124583/122481/954/7298/7083/956/158067/4907,12
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,9/662,56/9423,0.16071428571428573,2.2876294777729824,2.6564911190150777,0.015251791561097641,0.0949000363801631,0.07819144601498401,3606/4615/317/834/2921/2919/29108/2920/7124,9
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,10/662,66/9423,0.15151515151515152,2.15668772315298,2.5920506500683977,0.016125999396372184,0.0985151963123828,0.0811701022248016,51170/10170/1109/7364/3294/6820/3291/54576/1576/1543,10
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,19/662,160/9423,0.11875,1.690304003021148,2.4207406085124146,0.01667335410828629,0.10004012464971775,0.08242654380600178,9075/1364/965/1366/1001/9076/9069/1365/137075/29126/3696/24146/26047/3123/6402/6403/3383/3126/3125,19
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,10/662,67/9423,0.14925373134328357,2.1244983541506963,2.53907087253976,0.017804896290846063,0.10495517813551362,0.08647622759912309,3939/55276/5214/80201/130589/5106/130/127/3948/5105,10
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,22/662,196/9423,0.11224489795918367,1.5977094765398605,2.324404038893749,0.019319565084237995,0.11192023910868908,0.09221498397739733,91860/578/4067/355/805/7187/1870/4277/2921/1026/2919/1869/3717/9641/6772/2920/3055/1437/8503/1230/51176/3383,22
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,19/662,163/9423,0.1165644171779141,1.659194113394992,2.333594184507599,0.019934348462730022,0.11352442514368284,0.09353672873680635,355/5606/890/7187/1870/4615/332/317/6776/1026/84699/9134/1869/3717/9641/6772/8503/7124/4318,19
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,14/662,110/9423,0.12727272727272726,1.811617687448503,2.3535679890815,0.02154105705792244,0.12062991952436565,0.09939119309181757,6197/6790/890/994/6195/4085/993/3835/699/891/9133/113/5140/8503,14
