"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC100128320",0.17783911298318,2.52107509408316,1.68910188162461,0.0955658584489268,0.229227019923038,-5.41447441492599
"XLOC_009415",-0.138316003768857,1.74780444150278,-1.6885017852143,0.095681435326436,0.229485515496066,-5.41545046307408
"METTL17",-0.0775075912394483,6.54903858259102,-1.6880324847721,0.0957719008727993,0.229683745948248,-5.4162135505914
"USP35",0.0997434054439337,5.92232378315661,1.68793361273887,0.0957909690328649,0.229710730145886,-5.41637429262148
"XLOC_010866",0.14827347509362,1.90979707023374,1.68779034978369,0.0958186037973025,0.229758251337722,-5.41660718815547
"XLOC_007326",-0.169772941643992,2.60836400721569,-1.68763341470124,0.0958488833309768,0.229812106007241,-5.4168622888695
"EIF1AY",0.401552877106448,5.05923651856726,1.68733189041985,0.0959070822954039,0.229930410465564,-5.41735236045006
"SNRNP27",0.0696373316366925,6.40984938150683,1.68726022468697,0.0959209191649487,0.229930410465564,-5.41746882787669
"KNG1",0.170170866422737,2.07373166730781,1.68725619611868,0.0959216970296655,0.229930410465564,-5.41747537476117
"LGALS13",-0.10521697613758,1.58975418334263,-1.68641911932024,0.0960834376602771,0.230299328436524,-5.41883540760799
"TUBGCP5",0.102272224905738,4.0436711681647,1.68634203289661,0.0960983435595924,0.230316271450767,-5.41896062176394
"XLOC_006398",-0.189577327694563,2.16490910159919,-1.68595531998645,0.0961731492387337,0.230476760158844,-5.41958869330101
"DUSP2",0.176395827768206,3.83807500448874,1.68589836100788,0.0961841713930983,0.230484379395007,-5.41968119078628
"XLOC_000441",-0.180944975657101,2.7691335207387,-1.68581553439231,0.0962002010458795,0.230503995787714,-5.41981569040107
"LOC401320",-0.16172707895427,3.86909866496899,-1.68570774502944,0.0962210650735783,0.230535191617668,-5.41999071713174
"XLOC_004585",-0.137796804048981,3.59809916516316,-1.68546531134302,0.0962680047645548,0.230628851717676,-5.42038433954881
"XLOC_l2_002207",0.20503671906527,1.7864331692188,1.68503168612691,0.0963520093672583,0.230794202382805,-5.42108825587287
"RGS20",0.15905447164583,1.70258732050913,1.68502796062599,0.0963527313541115,0.230794202382805,-5.42109430286206
"C21orf58",0.0936020510160978,4.93772459603684,1.68497437252951,0.0963631169972731,0.230800267507405,-5.4211812821874
"NGB",0.131911447209526,1.80113430932676,1.68481425611753,0.0963941538137801,0.230855789444982,-5.42144115338403
"OR4S2",-0.14928108989517,1.73202691190492,-1.68453848682454,0.0964476278224049,0.23096503311969,-5.42188867742847
"LOC100505481",0.208482838142253,3.04373057091804,1.68438058799968,0.0964782566545617,0.231015549419646,-5.42214488844156
"XLOC_l2_013645",-0.180011258648718,1.85818017081096,-1.68434869341881,0.0964844444527268,0.231015549419646,-5.42219663878333
"XLOC_001305",-0.092629117014285,1.70200787398031,-1.68422715602392,0.096508026629542,0.231053188316821,-5.42239383019531
"LOC100129380",0.229119619015973,2.98625466511156,1.68409329616355,0.0965340052107307,0.231096557928719,-5.42261099931046
"UBAP1L",-0.150259721083765,4.36967756697956,-1.68402975871462,0.0965463381114489,0.231107256204224,-5.42271407446286
"LOC441233",0.195398498901948,2.18232188497644,1.68391940891651,0.0965677605555585,0.231109650735797,-5.42289308354601
"XLOC_007586",0.116697446893481,2.18210980223042,1.68391807301449,0.0965680199208797,0.231109650735797,-5.4228952505756
"FAM24B",0.170182837605582,4.22834070007252,1.68390308085426,0.0965709306872051,0.231109650735797,-5.42291956995625
"XLOC_011389",-0.111901139336589,5.13453317358166,-1.68353578837091,0.0966422638517017,0.231248669082754,-5.42351530733483
"SLFN5",-0.16810105921482,7.57730473042532,-1.68351866335554,0.0966455908109474,0.231248669082754,-5.42354308066994
"XLOC_004346",-0.129830277411494,2.67507149706063,-1.6834824472195,0.0966526270022958,0.231248669082754,-5.42360181510952
"PDE4DIP",-0.127407006745186,3.34701736683018,-1.68336575523638,0.0966753011548674,0.231276552280802,-5.42379105537078
"LOC100130276",0.220045898224558,2.59428500822434,1.6833414696448,0.096680020578796,0.231276552280802,-5.4238304379746
"BICD2",-0.10867788701463,5.70489556831977,-1.68326308544473,0.096695254280078,0.231294166757523,-5.42395754573015
"XLOC_004450",0.0826044864670037,1.56246921277246,1.6829885805768,0.096748618817922,0.231401961975604,-5.42440263955038
"PPYR1",-0.208160758632445,3.44253090714776,-1.68295027522813,0.096756067400171,0.231401961975604,-5.42446474413982
"PER4",-0.144257216508603,1.5976535535704,-1.68229692374082,0.0968831855596467,0.231687123218073,-5.42552382423409
"DSPP",-0.14072639208476,1.9411767485196,-1.68213906308085,0.0969139198834382,0.23174176383519,-5.42577965880043
"HMCN1",-0.247866302586693,2.55714451418614,-1.68206838290875,0.0969276833796402,0.231755818009996,-5.42589419840598
"IRX5",-0.263600412712567,5.61809496839729,-1.68187679851423,0.0969649984900264,0.231801525643609,-5.42620464505201
"CD47",0.116923628788825,7.83835073550977,1.68186721445929,0.0969668654953393,0.231801525643609,-5.42622017436237
"XLOC_011436",-0.103281187126577,1.83153277044058,-1.68184874932513,0.0969704626467447,0.231801525643609,-5.42625009370176
"XLOC_011368",0.0854084868839875,2.12343778383977,1.68173748060418,0.0969921409635061,0.231834488705614,-5.42643037769587
"ZNF346",-0.112940837929393,4.93642395508639,-1.6814503880003,0.0970480930588619,0.231949362297807,-5.4268954908388
"TERF2",0.114275523953009,4.45808810413709,1.6813884267918,0.097060172269082,0.231959367540358,-5.42699586337305
"XLOC_l2_001875",-0.124520213695138,3.87351085645407,-1.68124005432772,0.0970891021650487,0.232009638512478,-5.42723620182005
"FAM41AY1",-0.0731808566766075,1.63904953737119,-1.68106453506368,0.0971233342763279,0.232072570754754,-5.42752048824638
"SLC13A4",0.21837346422845,2.18002512578046,1.68094100811089,0.097147432059955,0.232111279136419,-5.42772054693347
"OR52A1",0.119074081030815,1.90611441587526,1.68069663601479,0.0971951188366457,0.232206337075957,-5.42811628100056
"LOC91450",0.161862217815561,3.76868496446412,1.68060688481149,0.0972126376859159,0.232229312007291,-5.42826160999373
"XLOC_011523",0.0902835612256152,2.21166906347349,1.68039551738187,0.0972539054128955,0.232309011808028,-5.42860383689326
"ZNF134",-0.183915969266146,4.25862845743675,-1.68028032004257,0.0972764027524264,0.232343865741898,-5.42879033721189
"AKAP13",-0.122774644167383,7.69048327452119,-1.68007248934001,0.097317001569987,0.232421945724403,-5.42912677774001
"LOC100293516",0.121301107878179,4.19583015312239,1.67974442124221,0.097381116383384,0.232556171645936,-5.42965778281466
"RPL10",-0.0545006231124461,10.9955828830863,-1.67939345744415,0.0974497439023553,0.232701151686229,-5.4302257404877
"SEPT8",0.117674603168098,4.41033562280757,1.67934029269161,0.0974601431886538,0.232707075725395,-5.43031176638631
"XLOC_013900",0.143454696750721,2.42982772373728,1.6786786450773,0.0975896404998207,0.232997347876247,-5.43138216823025
"CCDC66",-0.246340241878491,4.15050433608696,-1.67842686779834,0.0976389550802518,0.233096150438541,-5.43178938679906
"LOC283050",-0.152034578949261,3.66890590002438,-1.67831084712585,0.0976616864157309,0.233131479196288,-5.43197701689136
"XLOC_l2_002477",-0.0901971733082296,1.73438545990581,-1.67818489748406,0.0976863679716133,0.233171457273373,-5.43218069068391
"SSH2",0.195286130560463,3.88459821286408,1.67799363641853,0.0977238579277369,0.233241673825015,-5.43248995292192
"XLOC_007753",-0.21139442574868,1.74282743261128,-1.67795384954244,0.0977316582101958,0.233241673825015,-5.43255428277564
"CCR7",0.495304325246806,5.19244959598958,1.67758333203067,0.0978043231745184,0.233396138810617,-5.4331532905254
"ABCA6",-0.182807896091114,3.92138273407993,-1.67730808892666,0.0978583316922609,0.233490019537071,-5.43359819111829
"XLOC_000184",-0.0724442052075898,1.65094173254556,-1.67730186152667,0.097859553921264,0.233490019537071,-5.43360825625456
"TIAL1",-0.135175451293878,4.77785805486127,-1.6772303511994,0.0978735898841416,0.23350100091856,-5.43372383350873
"ETNK1",0.188600357095469,7.29507152964987,1.6771974547658,0.0978800473089608,0.23350100091856,-5.43377700023812
"GPX6",0.104746356798014,1.62146686384646,1.67707810413866,0.0979034782288476,0.233537939788098,-5.43396988487374
"FAM7A3",0.215174760772736,2.86053954256134,1.67667972075095,0.0979817220025015,0.233705612061482,-5.43461362748561
"CTAGE7P",0.131616063464396,3.92148017012783,1.67650771724525,0.0980155198052132,0.233767253370849,-5.43489152210437
"XLOC_000855",0.12053193102355,1.87122201299176,1.67644198023022,0.0980284393015801,0.233779093905286,-5.43499772207303
"LOC151300",-0.0301373602400368,1.61708743138298,-1.6762719838674,0.098061855647154,0.233839809620136,-5.43527233807878
"LOC100130071",-0.270652968339108,2.31249978987296,-1.67584701931731,0.0981454319785764,0.233982623531233,-5.43595872303516
"XLOC_012562",-0.222694872287466,1.87516079070227,-1.67581825568596,0.0981510909226926,0.233982623531233,-5.43600517504261
"SNX13",-0.0787098349155055,6.00818921920913,-1.67580767080516,0.0981531734544491,0.233982623531233,-5.43602226897717
"XLOC_004670",-0.132971520057078,1.58256274363258,-1.67580553982045,0.098153592721282,0.233982623531233,-5.43602571037496
"HAPLN3",-0.30354979968916,6.32418077929261,-1.67568887501581,0.0981765485094462,0.234018363824771,-5.43621411006702
"GIMAP6",-0.168468948905784,5.44906991323808,-1.67547691857025,0.0982182657562023,0.23409881541308,-5.43655636336137
"LOC100509620",0.127817827534501,1.76805773174591,1.67542635187871,0.0982282204231765,0.234103555412887,-5.43663800921491
"FONG",-0.281331218057444,3.16389761724794,-1.67534047698377,0.0982451278238316,0.234124863484168,-5.43677665909036
"CLEC7A",0.160792123541448,1.90193899544264,1.67487265394295,0.0983372764265966,0.234325458495485,-5.4375318706002
"XLOC_l2_008560",0.0835836113407336,10.9065690356361,1.6747934588658,0.0983528827082589,0.234343644967595,-5.43765969674598
"NS3BP",-0.248012707875849,2.70399419623923,-1.67415339226812,0.0984790891793303,0.234625332209336,-5.43869260214533
"ATP6V0A4",-0.219027838571227,2.28091848917025,-1.6740657604515,0.0984963784389277,0.234647500775227,-5.4388339893289
"XLOC_003044",-0.213283491358491,2.00708817964086,-1.67361222430344,0.0985858980995325,0.234841725974634,-5.43956562573253
"LOC728975",0.211156910807205,4.74739474121499,1.67337488198398,0.098632771524235,0.234934340213504,-5.43994842914436
"GPC5",0.0722308701779697,1.72312718014525,1.67314330986395,0.0986785228861971,0.235024267005394,-5.44032187762104
"SNAR-B2",0.348024979763531,8.74855964617057,1.67302232174771,0.0987024332098094,0.235062164276327,-5.44051697205404
"LOC100652951",-0.143765267209281,3.42832919110382,-1.67227354026155,0.0988505165294741,0.235395752351364,-5.44172409911201
"LIX1L",0.144820606654722,3.91156657614556,1.67198007426264,0.0989086034220007,0.235501991751215,-5.44219706594311
"RP1L1",-0.0944201418549899,1.88560944792961,-1.67196717593605,0.0989111570772166,0.235501991751215,-5.44221785187564
"LOC100506307",-0.214907976991529,2.8695680237723,-1.67129598580284,0.0990441157892762,0.235783064579098,-5.44329928491332
"MGAT4C",-0.0906347990954457,1.69352269768211,-1.67128302659851,0.099046684361994,0.235783064579098,-5.44332016105841
"XLOC_l2_004605",-0.190884406808662,3.08756175960495,-1.67124976419861,0.0990532773680941,0.235783064579098,-5.44337374319198
"LPAR3",0.0966912131822941,1.55092718283208,1.67074869471349,0.0991526386237198,0.235993402355258,-5.44418079281726
"HCG27",0.172963832148598,2.36945048378047,1.6707231739585,0.0991577015204413,0.235993402355258,-5.44422189194308
"E2F8",0.251632604284533,5.02006899283997,1.67039587255085,0.0992226513970102,0.236128858956623,-5.44474893315395
"ZSCAN29",0.0879866327995167,5.45997197589735,1.67031739799544,0.0992382290832591,0.236146807797475,-5.44487528361693
"MOB3C",0.0925556230503979,5.47687393460267,1.67025310220356,0.0992509936821207,0.236158060264769,-5.44497880102196
"XLOC_000830",-0.0609705424344151,1.57586447778769,-1.67015472048862,0.0992705279251998,0.236185417314263,-5.44513719026282
"XLOC_007992",0.140120121069098,3.61990462757774,1.66998953964038,0.0993033325571552,0.236244340418496,-5.44540310311174
"C21orf7",-0.172020676233238,2.44655171315186,-1.66958311868516,0.099384084661403,0.236400195479476,-5.44605726773717
"ACTBL2",0.165234392812698,6.65266050267983,1.66957884976175,0.0993849331410413,0.236400195479476,-5.44606413810486
"XLOC_010880",0.183357039940972,1.91838072970653,1.66943990657429,0.0994125523342809,0.236446753641943,-5.44628774318545
"XLOC_013268",-0.131249235990487,1.59529979500807,-1.66928426502637,0.099443498260743,0.236501216062695,-5.44653820097861
"SH3BP5",0.213043207522066,4.39025449624718,1.66880161845856,0.0995395119058701,0.236689743266067,-5.44731473683294
"RFPL3",0.0798725323950569,1.68640244047709,1.66877221596299,0.0995453634302584,0.236689743266067,-5.44736203615625
"PFDN4",-0.122725332528436,5.93225109133808,-1.66876433637311,0.0995469316308896,0.236689743266067,-5.44737471179536
"WDR70",-0.0675673758865258,6.21323903091839,-1.66853161117273,0.0995932578131165,0.236776146599426,-5.44774906429388
"OR6X1",-0.212466915648676,1.99884613506342,-1.66846417260531,0.0996066853876753,0.236776146599426,-5.44785753427541
"GYPA",-0.144062071568104,3.65387623176293,-1.66846037369,0.0996074418268919,0.236776146599426,-5.44786364443108
"LOC100652963",-0.231139660233792,4.30701355949792,-1.66841853259614,0.0996157735262862,0.236776799772768,-5.44793094057891
"LOC100287010",-0.138884631380047,1.81955022018516,-1.6680150076645,0.0996961554513553,0.236948695220738,-5.44857987974368
"CRABP1",-0.214140735223913,3.19038963143715,-1.66772378832607,0.0997541989834317,0.237067475313367,-5.44904812162258
"UPK1B",0.46848363315938,5.73927717309974,1.66762619936951,0.0997736557969913,0.237094541648094,-5.44920501475691
"WTH3DI",0.113035588964076,1.76586949532599,1.66751812394884,0.0997952069576015,0.237126580050937,-5.44937875701154
"C9orf82",0.0918731903370844,5.07182110580875,1.66738441098454,0.0998218757096425,0.23717077236276,-5.44959369983034
"NOP58",0.0953937506771769,8.26818419482834,1.66697707995041,0.0999031527468962,0.237344693041697,-5.45024838395235
"XLOC_008760",-0.107390533722276,1.64801975833145,-1.66669592923079,0.0999592837497067,0.237458849796814,-5.45070017813187
"XLOC_001359",0.0991601340451012,1.54738785882943,1.66664510688499,0.0999694330376839,0.237463764800473,-5.45078183940952
"LOC642947",-0.196462778074834,2.78658369033784,-1.66604462220063,0.100089414142646,0.237729548438058,-5.45174652317407
"RPF2",0.121225787617079,6.53684390894957,1.66593671326079,0.100110987537644,0.237760418813445,-5.45191984575111
"ATP2B3",-0.150296922993861,2.89939885553842,-1.66589868047901,0.100118592038124,0.237760418813445,-5.45198093126373
"EML4",-0.091274174401395,8.39583772770465,-1.66582001479788,0.100134322414409,0.237778560691228,-5.45210727432047
"XLOC_003915",-0.11260574560482,1.6825771479192,-1.66572395879211,0.100153532974013,0.237804962999134,-5.45226154008174
"CHST1",0.147865488123744,2.21999729287008,1.66568274089674,0.100161777197745,0.237805324631388,-5.4523277334219
"SNORD62A",-0.150536520444335,4.18729508377672,-1.66558976973691,0.100180374912376,0.23783026560505,-5.45247703368214
"SERPINA2",0.319417968470092,2.30243199880514,1.66547084479211,0.100204168454113,0.23786753655327,-5.45266800130493
"CLOCK",0.0984966920489789,4.91654702883173,1.66494037875331,0.100310355844566,0.238100374570721,-5.45351966102622
"IGLL5",0.30234210795161,11.2873242700121,1.66471190499269,0.100356119375182,0.238189762251482,-5.45388639687871
"WDTC1",-0.0952899237083997,5.34904920168845,-1.66466683452058,0.100365149043967,0.238191956723259,-5.45395873648932
"FOXJ3",-0.0929506336577557,7.28593509518909,-1.66415604797646,0.100467529081662,0.238415677055222,-5.45477843940715
"MRPS6",-0.101672555542065,7.87919515032288,-1.66365242617469,0.100568556250392,0.238636151076827,-5.45558641678872
"XLOC_008918",-0.0896336899736117,1.66519606913909,-1.66336671481505,0.100625907055894,0.238746893010261,-5.45604469262045
"TNNI1",-0.120838988175489,2.54748697366233,-1.66333898737698,0.100631474197567,0.238746893010261,-5.45608916305427
"LOC100306975",-0.185761012045414,2.0361498503455,-1.66327219435077,0.10064488599471,0.238759437327457,-5.45619628571117
"OR56A4",0.0748231257503773,1.69338877521705,1.66322184457894,0.100654997007571,0.238764149815037,-5.45627703404766
"SNORD114-17",-0.200754922303808,1.82335168043121,-1.66306591557111,0.10068631520778,0.238819163141747,-5.4565270905176
"XLOC_l2_001086",-0.210006479958544,2.70420798801431,-1.6629524920377,0.10070910120327,0.238844712496289,-5.45670896921729
"XLOC_012404",0.154156197558999,2.27211641075651,1.66291339758591,0.100716955977844,0.238844712496289,-5.45677165591395
"XLOC_006685",0.170607183243468,1.71097819517079,1.66286930859573,0.100725814842601,0.238844712496289,-5.45684234955771
"XLOC_000686",-0.201935595560123,2.11912698323258,-1.66284566615922,0.100730565612827,0.238844712496289,-5.45688025785434
"XLOC_008001",0.162754734954255,3.02520623518391,1.66281004745865,0.100737723267711,0.238844712496289,-5.456937367959
"LOC644242",-0.212332267233604,2.42360797707188,-1.66206351593312,0.100887835649085,0.239181325754705,-5.45813407706948
"FAM92B",0.205371069523396,2.25238067192267,1.66191936691697,0.100916842051473,0.239230794079914,-5.4583650943962
"XLOC_l2_013772",-0.128626218469171,1.91500009709272,-1.66179476057966,0.100941921443159,0.239261001470325,-5.45856477714006
"XLOC_002937",-0.071383180606668,1.77308380518377,-1.66177515645624,0.100945867606865,0.239261001470325,-5.45859619165882
"SPIB",0.516180197001156,4.86304716137272,1.66150508364478,0.101000244022874,0.239370578334212,-5.45902893346134
"KPNA4",-0.111606249225824,6.00808580356873,-1.66137296378199,0.101026853692914,0.239414335644493,-5.45924060745302
"FBLN2",-0.267717170164262,3.957057553047,-1.66130764144948,0.101040012078166,0.239426211494366,-5.45934525696548
"ACTL8",0.182565281847097,2.56723614432533,1.66115359130231,0.101071049117713,0.239446444566521,-5.45959203763066
"DDR2",-0.273293827421693,3.42800124350179,-1.66115001700915,0.101071769335513,0.239446444566521,-5.45959776321916
"XLOC_l2_009501",-0.179409609796285,6.33966701499946,-1.66114393977509,0.101072993903896,0.239446444566521,-5.45960749819233
"XLOC_004468",0.0679639533017864,1.64471421434207,1.66099202397511,0.101103609002357,0.239499666400232,-5.45985083771037
"VARS2",0.0833468947530802,8.02754495488656,1.66051885143307,0.101199014269615,0.239706345720598,-5.46060863608238
"XLOC_l2_010020",-0.233411608154137,2.02876423226089,-1.66036203351636,0.101230649447045,0.239761954057845,-5.46085974008707
"XLOC_014364",0.151504155653118,2.33884732020404,1.66029813650066,0.101243541820003,0.239773165203178,-5.4609620486166
"XLOC_003355",0.139951922277156,1.85454871346715,1.66019806637053,0.101263735453217,0.239801664584942,-5.4611222683121
"AIM2",0.423835777334364,4.38181725810175,1.66015158622958,0.101273116018626,0.239804555116862,-5.46119668342573
"KCTD3",-0.119189832100238,5.12465009700751,-1.65967091026885,0.101370166906627,0.240015022965835,-5.4619661368744
"LOC100130298",0.282117764812587,2.77680793611377,1.65929628073634,0.101445858922244,0.240174889390713,-5.46256569110937
"NGDN",-0.140574372765979,4.02710203434706,-1.6589621736157,0.101513402352992,0.240315439693068,-5.46310028799351
"XLOC_001631",-0.184504464143509,3.54980280232828,-1.65864696930175,0.101577157890839,0.240447000893757,-5.46360454767409
"CTDSPL2",0.092428625586213,4.92388298573636,1.65854543709557,0.101597701471186,0.240476260537631,-5.46376695868105
"SH2D3C",-0.163893634656477,6.18948045861633,-1.65842867259451,0.101621331263331,0.240512819776658,-5.46395372391277
"TRIM49L2",-0.135960260386127,1.75258002614867,-1.65823102659562,0.101661339337986,0.240588001902457,-5.46426983167146
"RPL21",-0.0806052503394472,10.1094904417928,-1.65819086572193,0.101669470383375,0.240588001902457,-5.46433405923981
"LOC285501",0.11659446260922,1.56940295633528,1.65810114863798,0.10168763658138,0.240596690946279,-5.46447753473971
"LOC100505488",0.12062914434314,1.5451051052132,1.65809186718787,0.101689516069271,0.240596690946279,-5.46449237721863
"LINC00467",-0.130227732180046,6.29387674920969,-1.65796532783669,0.101715143026752,0.240637950673819,-5.46469472561083
"ZCCHC17",-0.0856758097166708,7.08699841783777,-1.65772592470869,0.101763641705003,0.240733309379911,-5.46507751478386
