"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC6A20",1.04644097718469,3.08703916710143,6.13977333386605,4.18612258396614e-08,8.97314153884734e-07,8.30440973521128
"SLC35D1",0.550008569165916,5.02931168691011,6.13957389685913,4.18956056106904e-08,8.97396543503622e-07,8.3036118557762
"TCEB3",-0.35238591843502,6.12254337146776,-6.13924412803054,4.19525138258531e-08,8.97961016980459e-07,8.30229258002525
"STEAP1",0.919779029621697,5.82056559286239,6.13630117492667,4.24637787504329e-08,9.08242743753801e-07,8.29051990922379
"PION",-0.472040968306169,4.84175954687626,-6.13503851827559,4.26850196370031e-08,9.12310805157998e-07,8.28546942777105
"TRIM47",0.459968732960187,8.77538788486481,6.13244830559915,4.31424492726449e-08,9.21417368622449e-07,8.27510984111821
"PARP9",0.678777349788124,5.63276013668829,6.1322373819967,4.31799111054667e-08,9.2154773243824e-07,8.27426630689658
"TEX11",1.14078977446423,3.14316293605154,6.13046880155478,4.34952952606249e-08,9.27605034193937e-07,8.26719366788114
"GNAI1",-0.819272790505284,4.71039419254768,-6.12939681587262,4.36875667789953e-08,9.3061169278448e-07,8.26290704066922
"SH3D21",1.07994023499301,3.20713285749726,6.12932982636184,4.36996099102553e-08,9.3061169278448e-07,8.26263917224424
"SULT2A1",-2.24207018733892,4.76729815263389,-6.12818595174706,4.39057592411848e-08,9.34324730325807e-07,8.25806533863494
"XLOC_010806",-0.740896612181696,2.68991719916535,-6.12700579187817,4.41194564888056e-08,9.38192899633154e-07,8.25334668345117
"OTC",2.3732754339264,4.86644246850744,6.12611358927808,4.42816947772061e-08,9.40962000081368e-07,8.24977955304298
"XLOC_008701",-1.09798668951824,2.44463410420005,-6.12437516162425,4.45995083808584e-08,9.47030601370423e-07,8.24282956105938
"ATP8",-0.602007811219348,10.5042408654029,-6.12164068217315,4.51039899308998e-08,9.57051304035584e-07,8.23189868460532
"ATP11A",0.742200195904903,5.33912354027079,6.12034053428612,4.53458294908122e-08,9.61488627038952e-07,8.22670195283836
"MMP12",1.9738063748153,4.64712644463373,6.11795781930365,4.57923715240881e-08,9.70256823612041e-07,8.2171790239609
"AKR1C4",0.805040869541477,4.30597939226405,6.11593680301459,4.61745363311237e-08,9.77649332636212e-07,8.2091025565635
"DGKG",0.705399612812473,2.76878879545279,6.11533157194614,4.62895955211403e-08,9.79379865496955e-07,8.20668406323396
"CDC45",0.986353880148195,6.23514289862314,6.11403335944813,4.65373536389245e-08,9.83913488302671e-07,8.20149666976568
"FAM195B",-0.399142780153108,8.36813438750938,-6.11261710231681,4.68091366454189e-08,9.88948172347643e-07,8.19583797095104
"NAPA",0.318583652392479,6.31098452478993,6.10859674090488,4.75892392488676e-08,1.00470730103859e-06,8.17977664019084
"FAM117A",-0.37306900966802,6.77329504156831,-6.10832181575711,4.76430525915471e-08,1.00512134211083e-06,8.17867843123117
"ATP5G2",-0.205701128192594,10.414839265625,-6.10600215170413,4.80995029153273e-08,1.01402309302413e-06,8.16941295315628
"POLR3G",0.756131151218224,2.90022481958652,6.1056040231701,4.81782782371909e-08,1.0143490069919e-06,8.1678228074123
"ACAT1",-0.742489953490517,6.2473402316427,-6.10557516123971,4.8183993934963e-08,1.0143490069919e-06,8.16770753259979
"ORC1",0.893983558773028,3.15265183210977,6.10504362644825,4.82893769219047e-08,1.01583980599924e-06,8.16558460717663
"FAM54A",0.906097755681391,4.78109092132376,6.1024994507986,4.87969557755963e-08,1.02578321626125e-06,8.15542405908298
"GSG2",0.877431968134529,2.63984682729694,6.10222367240076,4.88522913674929e-08,1.02621239364395e-06,8.15432277335309
"MYL12B",0.275736108532854,10.1562074463499,6.10186378545105,4.89245969189132e-08,1.0269971816093e-06,8.15288563348821
"XLOC_011858",1.03579535432746,2.9949906014293,6.09637491619637,5.0040587612917e-08,1.04967365365339e-06,8.13097005693479
"TMEM135",0.4793468376751,3.77801572178759,6.09514157601075,5.029479345843e-08,1.05425348798598e-06,8.1260464830461
"HNF4G",1.01069168961295,3.94546454106553,6.0941548632138,5.04990860276865e-08,1.05778128309455e-06,8.12210767900338
"GFOD1",0.482873805535081,4.14976359671588,6.09394494784278,5.05426534454932e-08,1.05793981442746e-06,8.1212697544207
"STIL",0.701899716111855,4.01960484922076,6.09367366939976,5.05990116988264e-08,1.05836566249474e-06,8.12018689824798
"AP4E1",0.396002156141209,6.20218729599966,6.09284825733757,5.07708741644622e-08,1.0612051564333e-06,8.11689220904857
"ARL6IP1",0.575125154198767,6.83769108705507,6.09143844368628,5.10657537990839e-08,1.06626986406549e-06,8.11126515373388
"CACNA2D2",-0.909909194778619,4.06511613123009,-6.09134314252963,5.10857482171025e-08,1.06626986406549e-06,8.11088478802076
"TACC3",0.833333818546994,5.36876818793318,6.09057911600682,5.12463230382761e-08,1.06886227214255e-06,8.10783547277888
"DNAJC25",0.423772496041932,4.10626401186921,6.08932668690896,5.15106257679378e-08,1.07317634359615e-06,8.10283713958492
"IL20RB",0.649639102837933,3.32998107212179,6.08925310835287,5.1526195073301e-08,1.07317634359615e-06,8.10254350382132
"FBXL4",-0.31057207228516,6.68657625306681,-6.08904340269998,5.15705945714418e-08,1.07334039183111e-06,8.10170662080128
"RGL2",-0.332029014376909,6.70198023194178,-6.08716237596345,5.19705471320008e-08,1.08022680562675e-06,8.09420030349641
"FLVCR1",0.766847942079916,5.81586489300622,6.08709477283657,5.19849781960162e-08,1.08022680562675e-06,8.09393054346953
"RUSC1",0.299675385997404,6.34342449697705,6.08696946835449,5.20117371022816e-08,1.08022680562675e-06,8.09343053734458
"TSC22D3",-0.592189458205366,7.99414564905384,-6.08541712138778,5.2344374609333e-08,1.08636757134116e-06,8.08723642180225
"PRPF40B",-0.446437702255822,3.7792797349184,-6.08363249073866,5.27293868707139e-08,1.09358590074562e-06,8.08011605124656
"ST3GAL6",-0.791553181556541,4.69714029025159,-6.08284991434389,5.28991004416702e-08,1.09633199138209e-06,8.0769939062107
"LINC00483",1.14678301607203,3.71428195746413,6.08023735839145,5.34695952017432e-08,1.10725546386261e-06,8.06657181267834
"MAP1LC3B",0.29471397170281,6.44172377629969,6.08009196219839,5.3501523025892e-08,1.10725546386261e-06,8.06599183356902
"TFAP2C",0.562258812975544,2.32033927431094,6.07937217077021,5.36598613614878e-08,1.10975088366742e-06,8.0631206791454
"AIMP2",0.467566583949937,7.11779903592879,6.07831468103072,5.38933270143521e-08,1.11379542496328e-06,8.0589026783719
"SLC22A10",-0.992190318166817,3.45993400475552,-6.07776023379456,5.40161354512385e-08,1.11554897304357e-06,8.05669124875246
"ABCA2",-0.502501075403072,3.32579731063974,-6.07680835202106,5.42276203566447e-08,1.11913013134907e-06,8.0528947832302
"GLTPD2",1.20083359537163,3.60672736779824,6.07633226720246,5.43337018341091e-08,1.12053251193038e-06,8.05099604462426
"SLC39A5",2.57041102421309,5.76525675054939,6.0757889339451,5.44550184663435e-08,1.12224690230638e-06,8.04882915897023
"CDK11B",0.490634356585574,6.91108238336259,6.07407525899528,5.48394094363826e-08,1.12937670954198e-06,8.04199518265451
"BIRC5",0.878643352234203,7.5483992125438,6.07363884176281,5.49377293147877e-08,1.13060923606651e-06,8.04025488560988
"IL1RN",0.843345769390264,7.37221441718762,6.07257239444272,5.51787220718784e-08,1.13477416672384e-06,8.03600238444679
"XLOC_014403",-1.23742157850439,3.79071123921327,-6.07218655882293,5.52661694580728e-08,1.13577775386982e-06,8.03446390591021
"ACLY",0.332749238951296,6.0762474456512,6.06852149923988,5.61036990610547e-08,1.15218414256204e-06,8.01985136523507
"DUSP11",0.353091267241547,4.96814052523496,6.06727350952961,5.63917417026507e-08,1.15717752450706e-06,8.01487626598915
"HSPA4",0.280084516078051,7.34501559919514,6.06712724808216,5.6425595229979e-08,1.15717752450706e-06,8.01429321668135
"PALB2",0.484773966306227,4.02073381688462,6.06592685707027,5.67041970514318e-08,1.16208015547244e-06,8.0095082012808
"TUBA1C",0.528887066624911,9.5896785452018,6.06496260595736,5.69289775971925e-08,1.16587372378139e-06,8.00566470086678
"FHL2",0.695665675612271,7.50409535999678,6.06367041812208,5.7231587211054e-08,1.17125479453931e-06,8.00051434093035
"XLOC_013925",-1.37442321170529,2.59901623477648,-6.06244959950504,5.7518944610398e-08,1.17631645386943e-06,7.99564875240148
"TMEM56",-0.299986829146373,2.71982074039477,-6.06111533124541,5.78346381020388e-08,1.18151749005853e-06,7.99033135394294
"KRT42P",0.834787994969905,3.24589206014871,6.06103512188611,5.78536704843552e-08,1.18151749005853e-06,7.99001171073131
"NEK2",0.915763864133446,3.81189254906074,6.06073361261021,5.79252691772921e-08,1.18162806095223e-06,7.98881017441652
"KIF23",0.867848391445721,5.07833207564193,6.06067372769348,5.79395003345639e-08,1.18162806095223e-06,7.98857153087637
"CLCN2",0.848994942349787,5.37248038103164,6.05885246159122,5.83739648728151e-08,1.18966302335804e-06,7.9813140674668
"CSRNP3",-0.538558991434491,2.28322955479853,-6.05827426032724,5.85125679159243e-08,1.1916613623792e-06,7.97901016566827
"PSMA7",0.254659351944301,8.6587814082602,6.05624126042274,5.90024958943048e-08,1.20080702863008e-06,7.97091000946793
"GPR133",-0.74845595870692,2.42523193360532,-6.05592142852037,5.90799398987484e-08,1.20143120815276e-06,7.96963576790457
"LYPD5",1.13740611122035,3.87976340221269,6.05577706574445,5.91149287800765e-08,1.20143120815276e-06,7.96906061930352
"HIST1H2AI",1.0421595171297,5.08073230961695,6.05513498222776,5.92707975527583e-08,1.2037665504357e-06,7.96650257742446
"TOP1P2",0.430003424877808,5.35850223312962,6.0548170969774,5.93481160375214e-08,1.2045044434466e-06,7.96523616294528
"CCNI2",0.517770955932146,4.97220725145833,6.05346043458892,5.96792166556254e-08,1.20967202291037e-06,7.9598316233083
"XLOC_l2_006138",-1.1423514489679,2.2773081135286,-6.05343657408373,5.96850562549353e-08,1.20967202291037e-06,7.95973657350075
"RCAN1",0.40373873061675,6.52165609391876,6.05259685863288,5.98909277625197e-08,1.21272836275589e-06,7.95639158855497
"ZBED5",-0.257570373061514,7.50907775495234,-6.05248506927963,5.99183878699316e-08,1.21272836275589e-06,7.95594628936563
"LOC202181",-0.620909551355023,3.90288894531505,-6.05197332300799,6.00442530553384e-08,1.21443944170013e-06,7.95390784330354
"XLOC_014103",1.38343379378404,4.10401127726588,6.05013083740782,6.04995858762508e-08,1.22280731068175e-06,7.94656908670714
"ND4L",-0.371238418337041,11.5878438157622,-6.04995716058779,6.05426822707177e-08,1.22283735159577e-06,7.94587735476954
"ARAP2",0.399443987542633,5.59741547307587,6.04686119354126,6.13160337197586e-08,1.23681003508888e-06,7.93354755818007
"C6orf115",0.451051022791017,8.14772385224046,6.0468508213154,6.13186409801449e-08,1.23681003508888e-06,7.93350625371965
"ACSL5",0.63648293942132,8.90036227135773,6.04529188403241,6.17117592795012e-08,1.24388558416048e-06,7.92729847630412
"XLOC_l2_009139",0.509287174589098,1.98452590278376,6.04480117332498,6.18360170984488e-08,1.24553589478356e-06,7.92534454105593
"C14orf80",0.507391786358937,6.59420844390203,6.04457522392459,6.18933151892555e-08,1.24583612793277e-06,7.92444486154685
"TMTC4",-0.523077248445885,6.22013549799412,-6.0443614356769,6.19475776951762e-08,1.24607488932638e-06,7.92359361462255
"UBE2S",0.614984769903369,7.15996073368315,6.0430299578853,6.22865861868988e-08,1.25203706898809e-06,7.91829224113288
"RNF7",0.274738956434555,6.98193963761968,6.04204890326005,6.25375464493792e-08,1.25622242997564e-06,7.91438633474524
"LZTS2",-0.314819879038224,6.00831068874944,-6.04182219467728,6.25956820841614e-08,1.25653135593534e-06,7.91348376015496
"PRRC2B",-0.250347110525677,6.16320396546195,-6.04129871729368,6.27301233730878e-08,1.25837055678383e-06,7.91139972675219
"LOC646976",0.600966027799606,2.55021581926061,6.0368110393317,6.38944427415567e-08,1.28085258068818e-06,7.89353598878182
"GNA13",0.410658427820484,5.59419662466639,6.03492174163443,6.43909858087034e-08,1.28992657869542e-06,7.8860166516853
"NT5DC1",-0.214369765643273,6.30343521862236,-6.0333316805962,6.48118393810109e-08,1.29747298074193e-06,7.87968883514548
"CAPN13",-0.693938037711506,7.05289615410608,-6.03272795083603,6.49723445540034e-08,1.29980072277267e-06,7.87728636495673
"MEST",0.678979555271273,5.26346106481787,6.03186353137928,6.5202840107607e-08,1.30352453406963e-06,7.87384664217916
"PHOSPHO2-KLHL23",0.949941256431882,3.02371809034557,6.03155610904603,6.52850083533288e-08,1.30427996294196e-06,7.87262337552659
"SAMD9",0.764693294183115,4.61440344204528,6.03093775689016,6.54505925438478e-08,1.3066997375534e-06,7.87016294458501
"SVIL",0.516704718094497,3.71525014404995,6.02618869363136,6.67362290057664e-08,1.33146252411505e-06,7.85126899466234
"MT1G",-1.20672582363862,9.26511768198475,-6.02404403524183,6.73249713186839e-08,1.34229732504307e-06,7.84273808969761
"FANCA",0.772378927188887,3.87859921849132,6.02143870423771,6.80470874217347e-08,1.3557747831525e-06,7.83237602855782
"CELA2A",-1.74061961287368,4.2059369465233,-6.02000225259313,6.84484963290013e-08,1.36284851633922e-06,7.82666349889554
"FBXO6",0.50634528743697,5.47883376157851,6.01973647594109,6.85230224646029e-08,1.363408655511e-06,7.82560659625553
"MLK7-AS1",1.1577169814557,2.41317602739492,6.01955276649115,6.85745831137912e-08,1.36351139955893e-06,7.82487605532317
"GBP1",1.1207794325399,5.13895509073708,6.01746951305499,6.91619682014504e-08,1.37426093407994e-06,7.81659225854511
"SIRT6",0.449838962693066,5.93306569055403,6.01548188472256,6.97270273220546e-08,1.38418637771935e-06,7.80868954458148
"ADRA2A",1.27871542463632,5.58376065554934,6.01538150985469,6.97556834559124e-08,1.38418637771935e-06,7.80829048078513
"SNORD22",-0.779500841000706,5.14983493093794,-6.01483640557643,6.9911509321071e-08,1.38634239941136e-06,7.80612332770027
"BTBD10",0.432018560857318,5.75991936087734,6.01092843867606,7.10387804875371e-08,1.40774624475235e-06,7.79058836674301
"KIRREL2",-0.721810876593761,4.59926782237432,-6.01075584015235,7.10889795459239e-08,1.40779173240944e-06,7.7899023260929
"ACHE",0.782393722693294,4.36592315465717,6.01044250411466,7.11802007511492e-08,1.40864898294598e-06,7.78865690110304
"XLOC_008982",-0.314216397438763,2.96543508433872,-6.00993132612016,7.1329267941292e-08,1.4106490755442e-06,7.78662515250647
"ANP32E",0.500510974955392,5.39928648907347,6.00761670651439,7.20081176308435e-08,1.42311671885355e-06,7.77742605600537
"XLOC_012786",-1.07181224620674,4.15333916186325,-6.00669404996699,7.22804985033052e-08,1.42753984544028e-06,7.77375941311556
"C3orf37",0.448422031032382,5.4180931258016,6.00540237357766,7.2663530967896e-08,1.43349365581824e-06,7.76862658248831
"ADARB1",-0.307690497420737,4.34275260032573,-6.00534862258,7.26795136507817e-08,1.43349365581824e-06,7.7684129957215
"VPS36",0.457071656616791,6.17517867352179,6.00507906016381,7.27597195836854e-08,1.43411310471184e-06,7.76734186259557
"JMJD5",-0.84482537802151,6.23409214272427,-6.00196575300541,7.36924220134204e-08,1.45152339016783e-06,7.75497193046621
"FITM2",0.69812214518764,3.63203280085701,6.00168317782059,7.37776602935397e-08,1.45222898908677e-06,7.75384929069818
"MGC23284",-0.444779530541055,3.45491875621611,-6.00089221324507,7.40167718660058e-08,1.45596043614336e-06,7.75070696560765
"IFI35",0.606515234982682,6.85140859604668,5.99952066917383,7.44332120698774e-08,1.46317273331743e-06,7.74525843980659
"LOC100505821",-0.59298307751888,4.45716694117034,-5.99913976075067,7.454927719507e-08,1.46447470468497e-06,7.74374533265439
"SLC25A45",0.444585395864482,3.65230415631947,5.99845618763026,7.47580148985746e-08,1.46759421632553e-06,7.74103000747703
"DSN1",0.444107337269898,6.01272600243972,5.99750671904185,7.50489060313217e-08,1.47216514728299e-06,7.73725864141867
"ZNF415",-0.87648221157962,4.68337139727482,-5.99736948748623,7.50910424587313e-08,1.47216514728299e-06,7.73671356226938
"HRH1",0.39913559089495,4.16289919684054,5.99704384307556,7.5191123949307e-08,1.47314450041482e-06,7.73542012942799
"CSRNP1",0.489162963975825,4.52270537496087,5.996531165968,7.53489541497092e-08,1.47525320756273e-06,7.73338386333271
"LYAR",0.527023407474703,5.80712455727489,5.99539015259538,7.57013972554397e-08,1.48116688584744e-06,7.72885215141736
"PSMA3",0.352630735408201,8.65798386783436,5.9945940010275,7.59482820978483e-08,1.48500872541022e-06,7.72569027426862
"HENMT1",0.713221515137623,6.21177438084697,5.99364506172172,7.62435859239748e-08,1.48979155793469e-06,7.72192178266707
"SLC39A13",-0.252325010671487,8.05060026404058,-5.99263714877184,7.65584850006911e-08,1.49495066923609e-06,7.7179192990331
"TAC4",-1.15385663667113,2.95200032381815,-5.99192470372465,7.67818471648885e-08,1.4983166829228e-06,7.71509026578172
"C19orf10",0.368631580676949,9.97897479128244,5.99040557189563,7.72602710551441e-08,1.50665218697318e-06,7.7090583347798
"TUBA1A",0.602183987492911,8.48380656157575,5.98982708962763,7.74432275435181e-08,1.50921854844092e-06,7.70676151612281
"ACOT11",0.452530556098584,6.68567524379781,5.98881612785253,7.77639929944314e-08,1.51411173588873e-06,7.70274774127737
"TMEM170A",0.412685404152195,5.25796266012648,5.98871121140467,7.77973567848094e-08,1.51411173588873e-06,7.7023312087335
"ATP10B",0.419411133174656,5.68395696529723,5.98709477242013,7.83131818166844e-08,1.52314214905938e-06,7.69591402095742
"SH3D19",0.447447253395143,7.84068112905296,5.98675376975223,7.84224308907901e-08,1.52425820040909e-06,7.69456032685779
"ACSM2B",-1.29544174651259,3.44447308343373,-5.98551066397269,7.88219692184255e-08,1.53101125670264e-06,7.68962572083897
"TNIK",0.659687478358788,4.26436596986331,5.98534149016767,7.88764975455269e-08,1.53105846094316e-06,7.68895419745465
"ZNF766",-0.271063017002168,6.57149738397531,-5.98348242703315,7.94781749301368e-08,1.54171921112004e-06,7.68157517845897
"C3orf55",1.25154390706171,4.35146081661372,5.98280463544371,7.96986657160921e-08,1.54497650927738e-06,7.67888506119022
"MB21D1",0.702464124136399,4.80809540133529,5.98223145106762,7.98855987286686e-08,1.54750543163789e-06,7.6766102002837
"LOC286161",-0.528951951915264,5.41835542673567,-5.98208191775746,7.9934437363084e-08,1.54750543163789e-06,7.67601674219712
"KRT80",1.37626790158946,3.10385564156583,5.98177505399265,8.00347536745988e-08,1.5484274792555e-06,7.67479889609975
"SIDT2",-0.634832699849076,7.19180493834788,-5.97992178178651,8.06432542282433e-08,1.55917365477606e-06,7.667444265041
