gene,logFC,P.Value
LOC729870,-0.06598379499572,0.508245251823909
LOC150197,0.0466438359995138,0.508247296033477
FAH,-0.0642042691055558,0.508340779471069
XLOC_006107,-0.0553573096045199,0.508413734797609
XLOC_l2_000604,0.0496895260693579,0.508502008565865
CCDC80,0.0881453932790923,0.508657823259528
XLOC_010696,-0.0594855239731276,0.508706731461674
XLOC_004084,0.0676245253444212,0.508708999302565
CDC26,0.0184236347417803,0.508739940931365
SLC5A12,0.0565703513603641,0.508841572620966
XLOC_l2_015478,-0.0270187486495921,0.508865625861944
MMP21,-0.088718602494164,0.508945414727988
LOC389043,-0.0412777640943103,0.508951863611749
XLOC_008615,-0.0540419979763993,0.508992223103041
XLOC_011376,0.042427780649231,0.509032130578358
GBP6,-0.0502637378681401,0.509080715022418
ZNF212,-0.0306793304199608,0.509146900767524
XLOC_005217,0.0971808003488741,0.509179593779261
XLOC_000114,-0.0585616961942246,0.509219410200943
XLOC_007254,-0.0607290992277922,0.509272443007811
SCARNA12,0.0593297548615119,0.509287305657014
PHLDB2,-0.0395001816493483,0.509294906488213
XLOC_010247,0.0308123083375713,0.509312849620637
TMCC1,-0.0312977742040577,0.509325722281919
LOC100507247,0.0475007867545016,0.509405568534046
XLOC_004814,0.0101678793834543,0.5094265644358
TMEM119,-0.103967810535472,0.509433032527217
SLC26A5,-0.0739333944510743,0.509635680952853
LOC643936,0.101778510803527,0.509965690004618
XLOC_004565,-0.0366763411538362,0.510007717700431
C19orf39,0.0699993485754549,0.510176531729915
EIF3J,0.0349680437664288,0.510324566271832
XLOC_000269,-0.0687875703537639,0.510333629685305
LOC100652971,0.0571696041379031,0.510354673819364
CACNG1,-0.0827678090093369,0.510396611061974
XLOC_010402,0.0132364766770192,0.510475162465738
DCDC5,0.0176607796571444,0.510671068516581
XLOC_l2_012911,0.0245349455263102,0.510698990675966
XLOC_007126,-0.0323445022594295,0.510751420118151
OR6C68,-0.0340910482477925,0.510759533413127
LOC100507212,-0.0605067985242389,0.510792287153838
AGPAT5,-0.0498505111405301,0.510871180352998
LOC100507465,0.0245470869644215,0.510879821931461
XLOC_004484,-0.0540733127995887,0.510981195746583
ZNF274,0.0466715500111174,0.511006414865566
LOC100506892,-0.119441013390292,0.511257328001572
DEFB127,-0.0990778305606257,0.511279072496646
RARB,0.0771481236494549,0.511296478379913
XLOC_006379,0.054307777840948,0.511305522742269
LOC643542,0.0483627651948122,0.511313228467885
XLOC_006118,0.0266666539988554,0.511332347715484
XLOC_005047,0.0380328329572677,0.511498897415198
ZNF593,-0.0401804509224464,0.511528112001412
KIAA1656,-0.109780510314376,0.511552584322164
LOC100505903,-0.0965654446078661,0.511564030602891
OCIAD1,-0.021266928137921,0.51163541884311
SULT1B1,0.126336768044209,0.511874928569944
XLOC_009724,-0.0772051295782854,0.511877247584767
XLOC_008018,-0.0650996494385241,0.511888340651845
DIAPH2,-0.0440540353273855,0.511891371049287
XLOC_007169,0.0183401540863282,0.511921257230869
LEKR1,0.075455260437717,0.511925945849298
ZKSCAN3,-0.0495690333689733,0.512059464650126
C4orf7,0.363131032579495,0.51206235317428
XLOC_006016,0.0518088255654936,0.512229789207921
LOC646508,0.0207735518173147,0.512303049018363
PIN1P1,0.0259032888111639,0.512394455871531
XLOC_001904,0.0632811805950082,0.512420475211506
PBX4,0.0671624634571391,0.512461633889992
HERC2,-0.0437085140788502,0.512472350041456
C11orf61,-0.0639316552314804,0.512537780513456
XLOC_010947,-0.0684101051100034,0.512559716079472
PKI55,0.059344186061483,0.512566877708569
UPF3A,-0.0262762618278414,0.512576709228582
OR2M2,0.0423181036807392,0.512648587023252
XLOC_011686,0.100012264463432,0.512728341183505
XLOC_007800,0.0457639865975892,0.512773394391536
XLOC_004603,-0.0786660836767306,0.51279723510498
XLOC_005939,-0.0696247910271079,0.512817840342695
LINC00114,0.0353239622756736,0.512830788649838
XLOC_012904,-0.0611661360601503,0.512870061410085
CPNE6,-0.105117905497461,0.512900686169346
T,0.0445986090299537,0.512992256491034
CD40,0.071259405091574,0.513311937647354
SNTN,0.0380116238901453,0.513320206202434
XLOC_008297,0.0340716280291939,0.513343529513747
OR1L1,-0.0892114562047455,0.51336190295205
DMC1,-0.0897332922789298,0.513394318097664
APOM,0.0398701858307744,0.513398059059793
XLOC_010924,-0.0874545927267647,0.513427137923805
SNORD115-37,0.0183762987039173,0.513439179676254
PAEP,0.0592838800662596,0.513511434055291
XLOC_014267,-0.0339831529877987,0.513679213405661
CECR2,-0.0566307494888019,0.51380530616688
NPAS4,-0.0205461189993197,0.513820365448049
XLOC_014395,0.0339697054572166,0.513896237486481
XLOC_004376,0.0571239009638866,0.513954485473521
LOC100509763,-0.0190494408465287,0.51408419718092
XLOC_011780,0.0342022191873876,0.514310095557458
DNAH9,-0.0800422435102037,0.514384225754261
OR5T3,-0.0256335328939383,0.514438828386661
PCDHGB1,0.0406759038652282,0.514451493721801
LOC339894,0.00896831351863758,0.514543924973902
XLOC_l2_003843,-0.0133920167587294,0.514553988596626
XLOC_010141,0.0434401183347197,0.514577352065601
CDKN2A,0.0787397193081274,0.514596556741721
XLOC_013615,-0.051564725644766,0.514613819243357
KIF27,0.0857899103523727,0.514701285807937
USP44,-0.0600330189235587,0.514708206232821
XLOC_005490,-0.0784589361268342,0.514840931868696
XLOC_005465,0.013201550467238,0.514869308412276
EVX2,0.0622829165425007,0.514923795030664
NHLH2,0.0569498915524149,0.514943841458071
DPP8,0.0247636389823276,0.515105305165929
PCDHA13,-0.0648230527393705,0.515121708437236
LOC100506107,0.0524229235718772,0.515154868099985
XLOC_010195,0.06821845282282,0.515160271004829
XLOC_014215,0.0935170593046584,0.515170644558418
XLOC_001834,-0.0362820795212022,0.515174977266345
LOC100129223,-0.0330856800758237,0.515188763802784
XLOC_003894,0.0333828487934769,0.515296940843854
CLMP,-0.0870416325938619,0.515364090995421
BSND,-0.0662471258608019,0.515364179992126
XLOC_011401,0.0381203594238639,0.515472306346351
VAMP5,0.0525853345307237,0.515480145983614
XLOC_009459,0.0699405670996827,0.51548198964356
SGCG,0.0559805479293471,0.515550335073731
SKCG-1,0.0163813168614149,0.515575250813165
XLOC_006468,-0.0366937061760408,0.51567489537647
C15orf32,-0.0405225871333916,0.515721877641451
XLOC_000243,-0.0186921701483596,0.515752732261631
TSPAN18,-0.0931669913337729,0.515846983349645
CRCP,-0.036342851586407,0.515848198486139
ALDH1A2,0.04298986145881,0.515879772623754
XLOC_004126,-0.0582733258552024,0.516056239931226
LOC100129858,-0.0737102192896291,0.516297319827295
XLOC_l2_006905,-0.0106852937277544,0.516339715507639
XLOC_010265,0.0652716979312378,0.516379760664177
WFIKKN1,-0.101734882199078,0.516417426968793
ZNF330,0.035873137484085,0.516444018409259
LOC100653268,0.0778944940162889,0.516464757020628
XLOC_002618,0.0320996569133309,0.516523419424585
XLOC_001887,0.0802863836754426,0.516537505068984
GALNT13,-0.0496915054487592,0.516661992678729
MICALL2,-0.0588655233616997,0.516697010938016
XLOC_000379,-0.104046542098684,0.516880553957699
IRF2BP2,-0.0387440920796696,0.516954463432983
LOC642781,-0.0765886926511934,0.516973027082693
XLOC_002338,-0.0448400420188912,0.516978391000333
XLOC_l2_009395,0.0503063896514782,0.516989759214387
Q16594,0.0762523582301884,0.517037432907919
SIGIRR,-0.0416668199124546,0.517094043770482
LOC100507139,-0.0513388635487402,0.517094702081928
XLOC_003047,-0.0468753113091627,0.517137326476532
LOC442497,-0.0424791255536165,0.517148989304473
PTGR1,-0.0740778839440672,0.517151051228022
XLOC_000118,0.0715761411018563,0.517166156046037
RPS15AP10,0.100802935685775,0.517229539022003
PCBD2,0.0356334342820936,0.517256808298226
OR2T6,-0.0643476843134321,0.517274716247289
XLOC_012586,-0.0398733235861908,0.517304138022512
CSPG4,-0.0750465950632493,0.517306816995868
C17orf98,-0.0788467320995019,0.517340003858089
XLOC_l2_013835,0.0748846567574286,0.517352429750011
XLOC_007952,-0.075752551544541,0.517437537304106
BRMS1L,0.0557356033057834,0.517490137768122
YTHDC1,-0.0746938067879808,0.517555255714057
SMR3B,0.0432043616494686,0.517604590270398
XLOC_000424,0.0638716777170996,0.517689806630731
XLOC_007082,0.072867007539462,0.517745850449942
LOC100652763,0.0404820603347784,0.517813216954095
ING2,0.0279457250819677,0.517861436527885
XLOC_l2_003260,-0.0524383378450013,0.517863686101226
XLOC_000266,-0.0416317067073517,0.517898523423629
XLOC_004734,-0.0378741487934344,0.517979343099517
LOC100505515,-0.0562486853149198,0.51803247533389
XLOC_013878,0.0678133344956191,0.518063171665526
XLOC_002221,0.0649587534734364,0.518165459071017
XLOC_007768,0.0163643301145666,0.518182922476334
XLOC_l2_014865,0.0174813855630942,0.518266816003891
GNRHR,-0.0457092944264594,0.518405397539298
LOC100128164,0.0432362082123232,0.518440000759673
XLOC_007188,-0.0447647004265936,0.518563533361517
ZSCAN12,0.048713776380263,0.518617495287092
XLOC_001384,0.0269497435604531,0.518681242000121
SNORD19B,0.0544864309588249,0.518724401908716
XLOC_010643,-0.0188773322656433,0.518739014891597
LOC100507282,-0.0214474959798836,0.518898736033291
NUDT22,-0.0288536847059984,0.518974409918365
C1orf140,-0.109499600607635,0.518976142342301
XLOC_009607,0.0453763836925138,0.519027749544839
KRTAP10-11,-0.0815373460291127,0.519031536613071
XLOC_011421,-0.0720978165688795,0.519054159000111
XLOC_007744,0.0365027318651538,0.519078957337304
C5orf51,0.0295045117826875,0.519121992173885
XLOC_004801,0.00832408276428365,0.519212760169036
BHLHE22,0.10201635374302,0.519250473150001
LINC00052,0.0396880993838751,0.519304395688266
XLOC_011133,-0.0355452015216189,0.519405779227223
LOC338653,0.0759065594209771,0.519415610490161
LOC100507449,0.153586394121391,0.519452837516175
NOXRED1,-0.0481835508077118,0.519452954562683
XLOC_l2_006996,0.0197894006302033,0.519466088008971
XLOC_012571,0.0671042238226285,0.519501670524157
XLOC_000723,-0.0618122510105108,0.519514663946208
LOC100506191,-0.0858018750105303,0.519523583250072
LOC729652,0.0268749509956738,0.5195532910718
XLOC_002390,-0.0367257520390809,0.519588888329247
HSD17B3,-0.0808054445957527,0.519599889502686
IGJ,-0.0932035327938685,0.519627902614338
COL27A1,-0.056487848451634,0.519723680810614
POU2F3,0.0815404269649105,0.519731123652748
XLOC_009180,0.0463534810461381,0.519942155310662
LOC286052,-0.0559705773529524,0.520002529573843
XLOC_000155,0.0435823192155349,0.520029848311513
XLOC_014001,0.0575690804384918,0.520137174186742
LOC100652854,0.144379734723611,0.52020042577229
LAT2,0.0617134044108676,0.520243563740149
XLOC_001963,0.0276649738180725,0.520362518640952
BOK,-0.0536067924637527,0.520433270992701
VEPH1,-0.0902135759436811,0.520516555353853
WBSCR27,0.182351121160843,0.520520842082562
XLOC_004087,0.0540723917155363,0.520530712518539
PANX3,-0.0724069106678309,0.520561397653194
PPP1CB,-0.0300717364982397,0.520603511020578
OR51E2,-0.0543308236113724,0.520618347766561
XLOC_003464,-0.0573004435587188,0.520663597548576
KRTAP26-1,-0.0333106723424423,0.520723643270723
NOX4,0.0190471709415285,0.520726021125961
XLOC_003742,0.0800017538549997,0.520773058438639
LOC100506189,-0.0184016940342877,0.520774729004792
SDR9C7,-0.0237060422093738,0.520798784446819
OR2M7,-0.0588665189385846,0.520977938752454
ITPKB-IT1,-0.0778446802315915,0.520989103801606
XLOC_010376,0.0347349546421465,0.520991828627037
LOC100289211,-0.0472310373363034,0.521047482630103
XLOC_012396,-0.0380457883388567,0.521171761546716
XLOC_007585,0.0966711158310911,0.521202896251043
LOC100130589,0.0189694051511768,0.521246208400576
XLOC_006644,-0.0582575385078239,0.521253010832779
XLOC_014194,-0.0550071860153953,0.521289241750797
XLOC_011720,0.0346168569325833,0.521290138477839
OR2B6,-0.0653154498233517,0.521318069104071
KCNV2,0.0612361855253352,0.521495969849592
RXFP3,-0.0731211258670901,0.521515900103197
XLOC_006145,-0.0361697862552597,0.521694414264017
XLOC_006338,-0.0515056590986418,0.521736185004239
TAF1B,-0.064769604338399,0.52177701996066
DEFB125,-0.0474186105288958,0.521786774044292
XLOC_010556,0.0443713495893927,0.52178855510386
XLOC_003007,-0.0809784752117237,0.521806837314227
MARCH11,-0.0747524492832339,0.521826025424765
OSBPL5,0.054615940653389,0.521853454191701
GLT8D2,0.0437112566134781,0.521939442850373
EBF2,-0.0245004566931477,0.521987667256872
XLOC_001484,-0.0281626343581991,0.522011078105735
XLOC_000895,-0.0409931401999728,0.522037972905449
FGF16,-0.0579374441136793,0.522157066528076
C7orf66,-0.0303721296807962,0.522325240538994
NDUFA12,-0.0275289885163517,0.522359486404671
ZNF81,0.0469913839262448,0.522390968195883
XLOC_011866,0.01622014963728,0.522394837983729
LOC100289673,-0.0155981423692535,0.522630936190961
LOC100507492,0.09920141903855,0.522677814645165
FAM160B2,0.0347587803697973,0.522702648740825
TEKT4,-0.100639940479417,0.522723233177138
XLOC_013774,-0.0737737059806329,0.522865610117243
CCIN,0.0661725567305971,0.522923052395854
XLOC_012052,-0.0587763696742463,0.523028812387161
XLOC_007150,-0.0214592995076974,0.523048410507394
ZBTB46,-0.0762525555249778,0.523091090910983
MGC23270,0.0673588371428431,0.523147482194789
XLOC_008703,-0.0830710066996865,0.523219122378721
ZNF281,0.0324365591615905,0.523321517013758
GAB1,0.0542402818870458,0.52338648785922
SORD,0.0740477063189964,0.523527454553289
SNORD115-28,-0.0607973362128718,0.523541442214684
TMEM146,-0.0462676231450001,0.523620920190293
WISP1,-0.0589781196809875,0.523732425345769
PMS2P5,0.0337398012761225,0.523754145468311
SNORD114-28,-0.0661935948096815,0.523795960228825
HTT-AS1,-0.0763265905200179,0.52385410868662
PRKCH,-0.0554611077124836,0.523883318604608
NLRX1,0.0358359252127842,0.523948580254354
XLOC_002283,-0.0618863741644862,0.523964324157595
LOC100130924,0.0211764575013431,0.523980459376131
NPL,0.0420076346408238,0.523980828705591
XLOC_l2_011636,0.0771145949929357,0.523987797027634
TBX5,0.0338475998978118,0.524021914810184
LOC100287704,0.0514148032767037,0.524172124167375
AADACL2,0.00958157351794742,0.524189738238172
XLOC_006637,-0.0182048729683317,0.524276454239373
KLHL15,-0.0712554563763581,0.524358776477377
MTERFD2,-0.0244235404307362,0.524556601845554
MAGEA11,-0.0196560116689153,0.524567067679226
SLC9A11,0.0674978634129655,0.524599291879761
LOC100507458,0.0712961607601357,0.524673749219503
GCET2,0.0759570626333002,0.524754008172149
PGP,0.0292848670994612,0.524783189231766
PIGC,0.0593444624662376,0.524785629550138
C6orf35,0.0333981909323393,0.524789408118562
XLOC_l2_015038,-0.0381795365666098,0.524841953121269
XLOC_l2_010855,-0.0214146015211667,0.524854103033828
XLOC_007464,-0.0308718954890435,0.524914891955728
OR8I2,0.038249347896167,0.52492732302269
LOC100506532,0.0564582751790432,0.524964052820692
XLOC_002853,0.0927078547518896,0.524971010768455
XLOC_013842,-0.0299030482837097,0.524996352129608
XLOC_008487,-0.0583954192101388,0.525042403794983
XLOC_006206,-0.012490140059249,0.525091015528213
MTMR14,0.034083938454593,0.525142907268297
XLOC_l2_005457,0.019046234236328,0.52538858175398
NCOA1,0.0430909772370782,0.525433303294292
XLOC_003266,0.00822723798626734,0.525487315547733
XLOC_004323,0.0647960026137415,0.525545882847241
LRRIQ3,0.0755989508892538,0.525567536036376
ANKRD53,-0.0639067389856356,0.525601090701901
XLOC_010594,0.0112129132151244,0.525626572066455
MRPL20,-0.0256191264182419,0.525686856311281
XLOC_002858,-0.0524543573452436,0.525718052105251
LOC645206,-0.0497547641302294,0.525794774603985
DYNC1LI2,0.0412535968678656,0.526014536531612
LOC100507472,0.13793034070277,0.526031919013925
XLOC_l2_001683,-0.0752799430779212,0.526033557016683
XLOC_009282,0.0631993329280698,0.526053768211599
DYRK1A,-0.0433432082143117,0.526100810554733
DDX19A,0.0270515510171769,0.526150356310599
ZNF705A,-0.0439721047948529,0.526285489590971
OGDHL,-0.106067904307469,0.526353451987831
XLOC_012056,0.0585779601004832,0.526373000956591
XLOC_l2_001222,-0.0327184425525078,0.526473809464397
OR8H2,0.0677175264801462,0.526476342346474
ATG4B,0.0228837769576122,0.52651337964161
LINC00208,-0.0154793745113739,0.526586517346372
XLOC_l2_015033,0.0698450442921743,0.526591297620211
WNT7B,-0.0205174731341995,0.526594329845862
XLOC_002898,-0.059036005528545,0.526656956335891
XLOC_010847,0.00864750260335789,0.526675331846355
TRIM28,-0.03142040984135,0.526706132666095
LOC100506328,0.107771696249801,0.52674273242308
FOXL2,0.0353946265369176,0.52674444705931
EIF3IP1,-0.0190404153000103,0.526801088658325
LOC100505960,0.0369237419707158,0.526815845511915
XLOC_008745,-0.060096525383877,0.526839480255112
USP26,-0.0491385304475724,0.526851690930402
XLOC_011252,-0.0732520982912184,0.526852957897717
LOC100129826,-0.0740927535089191,0.52685547567766
FOXE3,-0.086562676558942,0.526880409885622
LOC100131831,0.0609359661342586,0.526970662273157
XLOC_008346,0.0445578116851573,0.527020928456198
XLOC_012733,0.0898764012234632,0.527025198723549
ARID3A,0.0599387061469026,0.527035018848993
ITGA1,0.0826156168272378,0.527044661684445
XLOC_006886,-0.0431580465920813,0.527091656727288
XLOC_006276,-0.0599983648152835,0.527128867107498
LOC284385,-0.0746265321811244,0.527153403363899
XLOC_001687,0.00772743792906461,0.527210230959443
LOC100129744,0.0268861848164927,0.527263874852242
NETO1,0.0322663301106394,0.527263970412217
HERPUD2,0.0333144104148095,0.527374423565892
SLC12A1,0.0111118422489818,0.527396401429061
XLOC_006820,0.0932248201866805,0.527424744690995
XLOC_000894,-0.0197825059898029,0.527444897789704
XLOC_006582,0.0246521156412607,0.527469285510421
XLOC_005460,0.0603344480340195,0.527539089677763
ZAP70,0.0736819213601008,0.527604765321467
XLOC_l2_000727,0.0560332894227011,0.527669025246082
XLOC_002059,0.0169907246442615,0.527687711704817
XLOC_002400,-0.0248484159455626,0.527702860568652
SLC7A5P1,-0.0475322282760731,0.527826464192353
CSRP1,0.0363674993952134,0.527846097252308
BPIFB2,0.0924439818875857,0.527851458021319
LOC285300,0.0489216193133968,0.527893424640921
PTEN,0.0216574380024515,0.52790877787261
XLOC_011309,-0.0361218805647592,0.527942388521373
XLOC_004263,-0.0565029785740485,0.527989982907787
HES4,-0.0796689819572149,0.528060244417958
XLOC_008669,0.0663778123789431,0.528140095388239
C9orf135,0.0320712150378997,0.528350185316059
TNFRSF13C,0.121020105897018,0.528400696173116
XLOC_014009,0.0207232774367989,0.528413215468196
FAM87A,-0.0336790828680149,0.528492548146556
CNKSR2,-0.0399963977925524,0.528534350228731
XLOC_004380,-0.0345824032129243,0.52857995334109
XLOC_002401,0.050998498368743,0.528723263851516
OPN5,-0.0344582057916389,0.529006038866666
XLOC_002993,-0.0291471847950067,0.529030908666999
