gene,logFC,P.Value
KLC3,-0.168070835648856,0.146710476728002
OR2V2,-0.0568892962311773,0.146726968480595
XLOC_000319,-0.176055867792549,0.14675587440098
RIN2,0.0769199028374121,0.146758874894177
SCRT2,-0.0487323194284728,0.146856777559314
XLOC_002744,0.131027243179923,0.146884821000746
TTLL5,0.0930209439563532,0.146957877921322
CCDC125,-0.0751295632904521,0.146966573346263
XLOC_l2_006449,0.102835613308669,0.146983984491411
SDHAP1,-0.171509745523384,0.147075373397482
XLOC_011365,0.0805834194245163,0.147182393262538
XLOC_002186,-0.159450082080968,0.147295037946417
MAP3K4,-0.069576441274025,0.147320649508237
PSORS1C1,0.305805818337037,0.147323054342978
LOC100505478,0.239590157437697,0.147349973358312
C20orf166,-0.0503472935096438,0.147566481617716
ZNF37BP,-0.095847062260634,0.147590978174749
CABP5,-0.116936088683242,0.147595776295
PRKACG,0.0981538652191987,0.147628171831704
RUFY4,0.0971855876505368,0.147697150573811
XLOC_012281,-0.237612620715584,0.147713198567836
IL17B,0.134825595422204,0.14774291427298
C15orf53,0.0890868801954767,0.147755653283329
XLOC_001045,0.0842058888332855,0.14778984291609
BTBD8,-0.151019978854187,0.147798220164349
DPPA2,-0.122624395296122,0.147911619369777
OAF,0.130654726691989,0.147929560431314
XLOC_009793,-0.146151693100203,0.14801095478565
TMSB15A,-0.203465895919579,0.148015547518368
FLJ16126,0.104865168186513,0.148018064981701
CG030,-0.162774046264232,0.148045385808027
GUCA1A,-0.403790323824513,0.148055612508008
TSR1,0.0919452206424429,0.148060471277879
XLOC_005988,0.195719603339898,0.148062691921147
XLOC_013885,-0.14074299815407,0.148140141639561
XLOC_006062,-0.0912579337068702,0.148207117648627
PPCDC,0.150512512661404,0.148209352913464
CCRN4L,0.151977944390457,0.148223874552392
SPERT,-0.16252920996044,0.148316755351292
LOC100129463,-0.243755353188962,0.148389999149235
XLOC_001211,-0.104386507310325,0.148417109789725
SFI1,0.122972086372582,0.148515713184079
NKX2-1,0.173009170098285,0.148560565660333
LOC100506236,-0.141747758215776,0.148566981542568
NACAP1,0.226527552526326,0.148633170167282
INO80C,0.0882822497237239,0.148638574369343
PDCD2L,0.0955607062259158,0.148642516316289
OR10R3P,0.0464221425790239,0.148645722236539
XLOC_l2_013099,-0.082544901932128,0.148707609923417
XLOC_002175,0.0846089639832248,0.148847991973382
NAB2,-0.132993780615833,0.14889548576805
C1orf210,0.113856136942159,0.148898159368738
LINC00277,-0.0519389582195893,0.14889992232447
LOC348840,0.163406970287278,0.148959677077163
ANGPTL1,0.111666345174029,0.149011782012083
HTR4,0.147156487384603,0.149012320162635
LOC100506023,-0.155048023992594,0.149013792999542
LOC729678,-0.104004255669872,0.149089706179717
XLOC_004756,-0.0658826240867882,0.149100804771573
COL8A2,0.165643116179043,0.149107512298487
KIAA1826,0.0626614577774092,0.149118170324612
XLOC_l2_015206,-0.215515637221599,0.149128204354269
SLC5A3,-0.101558743742595,0.149153731074086
GFRA1,-0.170618696321785,0.149185459525894
PCDHA8,-0.0893115125216273,0.149253088238641
XLOC_l2_010558,-0.148060847209402,0.149298964101306
XLOC_012230,-0.121393386107223,0.149312184514026
LOC390940,-0.184949949579567,0.149432004002031
HSD11B1,0.325295100408232,0.149449204491889
LOC391322,-0.330102206146405,0.149543671580971
XLOC_008827,-0.0686504101351553,0.149629173133828
CCDC17,-0.149765294417626,0.149657420271904
HAVCR1,0.127698925689716,0.149683249147233
TIAM1,-0.142067025451039,0.149687659407689
LOC100129917,-0.13904501919508,0.149689259975702
TOP3B,-0.0894729863426917,0.14970535726525
XLOC_l2_012605,-0.102033374436887,0.149706429360896
LOC100132774,0.15869930889489,0.149710498425458
XLOC_005622,-0.188416690003167,0.149738570608612
XLOC_013955,-0.24816061247559,0.149762536159191
C19orf34,-0.193011718972208,0.14977434412792
XLOC_002696,-0.0460133186732865,0.14978259495825
XLOC_008522,-0.146092408322945,0.149791571356436
XLOC_014011,-0.102203710423231,0.149816369593319
XXYLT1,0.0857686697007134,0.150018077170168
LOC100506605,-0.155407215954508,0.1500274026997
ZNF780A,0.10587071986967,0.150176891213986
XLOC_012522,-0.195631435892562,0.150208605568855
XLOC_007830,-0.0605446056667847,0.150260404940673
MYCBP2,-0.0786035150233149,0.150268731336066
PLAC8,0.165677755666321,0.150285585025218
ZNF333,0.0788614481806573,0.150309047305703
LOC400794,0.11497940817694,0.150370025135964
DPYS,-0.135099442745405,0.150440684688917
GLTP,0.0864908383815086,0.150476071475633
XLOC_004089,-0.16043517291987,0.150526059120105
XLOC_002996,0.171120034754984,0.150554772465895
CYLC2,-0.143906312278015,0.150576029460312
XLOC_l2_008321,-0.135271865515076,0.150586363715163
PAX5,0.151155916632056,0.1505935540834
AMELY,-0.209863383202509,0.150612030337094
C12orf12,-0.0320984567508034,0.150633737769991
ZFP82,-0.144873397747954,0.150649871258306
NR5A1,0.156591662442133,0.150658806513306
PGM5,-0.217400339280321,0.150670333456398
XLOC_006285,0.156494346883648,0.150704567416216
XLOC_013797,0.0460727795684899,0.150741866976009
XLOC_009257,0.0960409143223786,0.15075299219578
C5orf48,-0.153882454305033,0.150856041871467
LOC154092,-0.096423654556965,0.150868122904177
CCDC117,0.0523975540911295,0.150894836621929
RBM12,0.0702766059443283,0.150913855469826
THOC5,0.0698036335498369,0.150927189181937
ZNF701,-0.112225924335521,0.150986940738377
XLOC_004699,0.15015829911641,0.1511141217904
XLOC_010453,-0.129091223934238,0.151163213608639
XLOC_010079,0.0638281363402171,0.15122826873063
XLOC_014410,-0.150373721264779,0.151276238379122
TRAPPC10,0.110541976058967,0.151284803296378
FMN1,-0.159146975509562,0.151289347841255
POLR2H,-0.0799857527494465,0.151296535184157
XLOC_006805,-0.198508912708924,0.151298222242834
CRMP1,0.211807860374872,0.151342280794362
LOC100505607,0.104304673415438,0.151345222682496
UBR5,0.0907740239923713,0.151351111636756
LOC100131066,-0.286246338276789,0.151422869321452
XLOC_003786,0.0387014271833257,0.151461343124025
BOLL,0.0760293498570219,0.151476079902163
FAM192A,0.0374251225165683,0.151556695284879
PLXNC1,0.245311109844124,0.151557841873867
SYT2,0.122176448934265,0.151600848034631
FKBP8,-0.065464445181437,0.151662837257803
MYOC,0.298009278110053,0.151727475491849
FAM63B,-0.0759773274175117,0.151734445227396
XLOC_011550,-0.227948911043049,0.151748353521805
TSIX,-0.176995146916858,0.151759664448998
ACP2,0.185758765585617,0.151811066314711
XLOC_007475,-0.0814779097651828,0.151920238009965
XLOC_003111,-0.130726507290323,0.151924840034387
XLOC_l2_013547,-0.155420638079967,0.151949510805635
XLOC_003305,-0.190602814159598,0.152013048075164
DEFB118,0.0364808105943617,0.152032108621287
SUMF1,-0.0894014118837507,0.152051431581028
XLOC_003857,-0.0875253430270988,0.152099863644956
XLOC_005776,-0.127793248447763,0.152159830905951
FAM133B,0.0954863244092969,0.15221275323305
LINC00113,-0.0465103516812213,0.152273288684058
XLOC_013593,-0.220961867986567,0.152329732415139
SNORD113-3,-0.0958788426729769,0.15235745444926
DNAJB6,0.0659816818821657,0.152361750009625
ATP5S,-0.055282551509773,0.152394154966096
XLOC_014057,0.11275132407127,0.152401251821317
XLOC_003227,-0.0926218572404949,0.152512621972916
LOC283888,-0.146828360399137,0.152548746763768
SFPQ,-0.066994961155932,0.152631883084481
EVI5L,0.0860195210266292,0.152667761830808
RUFY1,0.0632603726223966,0.152677101064308
XLOC_009560,0.0244235139975586,0.152806418895785
AKAP11,-0.0770369735848968,0.152810484507397
ARVP6125,0.080422046778057,0.152846606596126
SPDYA,-0.0895315518750026,0.152865961509456
SNORD16,-0.202753530465765,0.152867726642749
HECTD1,-0.0783767158702471,0.15287178999769
PDCL3,0.0674319655569304,0.152880727381976
XLOC_002037,0.167675697295441,0.152933585318392
XLOC_007565,0.157446792855116,0.152956382955185
XLOC_006611,-0.275550143656474,0.153164241721549
AADAT,0.173460194331179,0.153188300468076
LOC388692,-0.194401050560333,0.153208912806345
PIP5KL1,0.176712967014168,0.15323578646576
XLOC_008149,0.182109969476171,0.153265339435862
XLOC_007796,0.172701354896112,0.153268944314889
DDX51,-0.074393892067472,0.153273579751749
XLOC_l2_001089,-0.121001140560831,0.153276837316124
XLOC_001425,-0.113689007768516,0.153306602299759
XLOC_011072,0.117970576575407,0.153307714588651
XLOC_l2_005489,-0.0949850807423214,0.153353303611817
XLOC_003210,0.0662850743294217,0.153409420091216
UBE2DNL,-0.167248738774505,0.153414736202093
XLOC_000101,0.151436474359804,0.153445538778157
ZNF280B,0.167399051114499,0.153482468300511
XLOC_009403,-0.123334411931749,0.153707305428575
LOC401176,0.178092347940229,0.153731048086033
BCAN,0.107164685879345,0.153777576868529
PM20D2,0.0962825071969631,0.153805294586715
PDE6C,-0.178541616035633,0.153883735096641
CBLN1,0.20058631829226,0.153897345213647
SNORD100,-0.100215090145631,0.153906569822615
XLOC_003765,-0.0506054441967541,0.153944136215332
PAX9,0.134246200746272,0.153952342641378
LPHN2,-0.139685202522397,0.154011157026004
VASN,-0.172660783967882,0.154050521309911
C4orf6,-0.098568878321446,0.154169983735229
NAV2-AS4,-0.211092712107561,0.154257512010366
XLOC_004980,0.0749859708076897,0.154369637180433
FAM87B,-0.148216395803539,0.154378793074776
PLP1,-0.275636165253437,0.154413402978688
KRTAP9-8,0.154237704772012,0.154414104386057
TAF7L,-0.117047843058849,0.154425883309189
C1RL,0.104274995034687,0.154476754364208
UPK1A,0.0868146730245372,0.154477037429065
XLOC_l2_000217,0.101843063748925,0.15458868636261
GYS2,-0.0815396233568288,0.154624319182682
LOC100128252,-0.173129726838121,0.154677549942328
VAMP1,0.175465039281743,0.154703452182737
PARD6A,0.113001778535881,0.154713650258541
XLOC_013285,0.109242670881888,0.154747775593806
XLOC_010719,-0.0568539368832479,0.154778401733082
NMS,0.0630567713662282,0.154844094048183
VSIG1,-0.22004066307084,0.154891768241747
AK4,0.155233452665281,0.15492120462657
XLOC_012852,-0.0767825256194865,0.154924529292316
ZNF266,-0.102620272222452,0.154936396285491
SNORA50,-0.12489951158048,0.15494562523934
XLOC_003102,-0.197069736504952,0.154978438052045
XLOC_000811,-0.172235730329794,0.154992057993152
LCAT,-0.156497179266192,0.155025545675638
LCN12,-0.152716968526492,0.155085991564087
XLOC_009167,0.193731071396434,0.15511472675733
XLOC_l2_005461,0.156911293982555,0.155160440952406
XLOC_014041,-0.0446083771008248,0.155199220637573
XLOC_005053,-0.169688999589561,0.155229323547077
NEURL2,0.0869137001294389,0.155238833690058
LOC100507378,0.240505184095164,0.155311553952223
XLOC_008708,-0.139060266698789,0.155329592292689
LOC100130463,-0.18752215872734,0.155331314888474
XLOC_004353,-0.125101687161344,0.155339370047168
KCTD19,-0.139695838070849,0.155348293309256
CPXM2,0.188501851120201,0.155381773337856
XLOC_002615,-0.0956156762512477,0.155416517608798
XLOC_003206,-0.0801316951887483,0.155423205107752
C21orf56,-0.137337183975361,0.155453408715817
SGSM1,0.185062917603952,0.155552940223316
PCDHA10,0.0778183923881879,0.155622537765331
POLR3F,0.10416016255287,0.155705425353448
XLOC_007946,-0.0927030703765479,0.155793720319013
HAND2,0.147957163599812,0.155796726785242
LOC100506343,-0.165481433007735,0.15586398940584
XLOC_011752,0.146845374940327,0.155893433035578
XLOC_010465,-0.0542375089762264,0.156213348211075
XLOC_l2_012802,0.137679497357335,0.156247590772433
ARHGAP12,0.0887092793318889,0.156252450141863
STEAP2,0.178513297151452,0.156286726417075
ENY2,-0.0650925914642286,0.156307596852257
PRR16,0.161351548421661,0.156338164056724
SLC38A4,0.0545400304494896,0.156453125270417
IL17D,0.18193853698814,0.156492118682421
OR1M1,-0.118735371378373,0.15656486276041
CLIC5,0.309480350056297,0.156585697368803
TMEM14E,0.110257185354623,0.156619935709852
AASDH,0.0902587928149545,0.156621712587694
KLHL13,0.235541901830643,0.156633126882253
GLDN,-0.414549311472496,0.156666606461527
XLOC_008729,-0.080244187005734,0.156728737192786
CNPY2,-0.05203515889683,0.156731203767401
FCGRT,0.109214701162351,0.156823312031242
SNORA73A,0.139322679287399,0.156832545133504
HOMER1,0.129051612829875,0.156862184908217
XLOC_004293,0.159203878443246,0.156887182947425
TREML3,0.135552500296202,0.156902405964241
RFX8,0.146940172319601,0.156971948426872
POLR3C,0.0486104538220662,0.157004939174867
XLOC_006973,-0.233168125038929,0.157010716920753
XLOC_000553,-0.114170566747026,0.157047391260732
SCN4B,-0.225139808499377,0.15710879547293
ZNF585B,-0.112939255933489,0.157258631296026
ITK,0.176157278224286,0.157264933675305
LOC100652925,-0.121538474862975,0.157313471088386
XLOC_008694,0.133206813635564,0.157444347976721
XLOC_003481,-0.166477011548467,0.15750477770477
GPRIN3,0.194900862476873,0.157572364385188
NPHP3-AS1,0.0901769922954467,0.157639124657864
TAAR5,-0.148096078831454,0.157693183766943
LOC100132240,0.0721988608893194,0.157708896425777
PSME4,-0.0791836345043553,0.157716636798743
RFC2,0.102148515557189,0.157742424613314
C1orf21,0.140637827955498,0.157771645269677
PKN1,-0.144677606010336,0.1577911424746
BET3L,-0.0777595331009278,0.157819996076534
LOC100287221,0.0668926207843124,0.157837334065282
VASH1,0.131642410307756,0.157904844252776
CWC27,0.064256279978431,0.157907373055579
XLOC_006035,-0.15877576345625,0.15790762888804
XLOC_002737,-0.125339878467488,0.157913197544438
THEM5,-0.178663019131783,0.157980930568521
XLOC_014060,-0.0973240394509982,0.158023740011915
NEXN,-0.160667966942148,0.158045954701765
CYS1,-0.188161671205066,0.15815684879962
ADAMTS3,0.0795695216906063,0.158182507620767
ADAMTS7,-0.177560332090652,0.15819542816335
XLOC_013124,0.177234245433953,0.15821794546849
DFNA5,-0.290741555429511,0.158229440949276
LOC100132529,0.145739913768096,0.158229801036366
XLOC_010576,0.13586854990875,0.158267828472096
XLOC_001448,0.162115492406549,0.158285575366176
XLOC_007769,-0.111519878727007,0.158288628308657
XLOC_005476,0.122305191804378,0.158326730129984
XLOC_014072,-0.190858472965247,0.158330845263491
FKBP11,-0.12992467286948,0.158346388779542
TIA1,-0.107167679023256,0.158356621941442
SEPT3,-0.125792838321104,0.158430721720282
MARCH7,0.0706967860667023,0.158457986364513
TTC24,0.22800839570596,0.158459584203624
BNIPL,0.166664991936395,0.15850947705819
KCNU1,0.0794628628928347,0.158512568737218
LOC100132501,-0.222875142122477,0.158566932090799
MC2R,0.0909270100444222,0.158619655541858
XLOC_008434,-0.148556962514667,0.158707053627136
SIAH3,-0.0402187072428881,0.158710893792776
XLOC_010791,0.153523361887567,0.158724314119198
XLOC_008277,-0.259662701378166,0.158737765302409
CSPP1,0.0931117286008698,0.158786592372027
XLOC_010520,0.1073010421312,0.158806115576573
ZNF582,-0.112974150672822,0.158861273194671
KCNS1,0.204709005246571,0.158867403341005
XLOC_004344,0.112088007507936,0.158907521228873
XLOC_004742,0.0614314143366141,0.158943995083952
LTBP3,-0.131373779222117,0.158953458970685
LOC646278,-0.0648737640541199,0.158957141587333
XLOC_011080,0.0303447081053878,0.158988565300802
C15orf54,0.0387569270033525,0.158989164160352
ZNF300,-0.157158163553118,0.159046156338012
THG1L,0.0736702427946359,0.159055520866553
XLOC_008143,-0.114029572062532,0.159096475799152
XLOC_002504,-0.241912682420661,0.159116439484258
OR5H14,0.136280166038025,0.159164814055694
LOC100505844,0.104635463512035,0.159184199608434
TPCN2,0.11128868419673,0.159253963612051
XLOC_005902,-0.0341510073284474,0.15930125860187
XLOC_l2_011041,0.0723283907841836,0.159464300624217
LOC100506816,0.101570109493757,0.159491587958461
LOC285556,-0.0955625333766834,0.159501934495725
XLOC_011176,-0.218926298121693,0.159524563220049
SYNJ1,0.141693959805675,0.1595287197749
CCDC152,-0.175593575171812,0.159579805311277
XLOC_l2_015641,-0.131090475543327,0.159599017899451
STMN2,-0.238492211338936,0.159643965129072
POU1F1,0.109253341021127,0.159663017890523
XLOC_014394,-0.185077436794423,0.159805524430145
XLOC_006979,0.098859750621926,0.159806558093429
DNAL4,-0.0657930015880659,0.159812122909805
XLOC_009668,-0.126933717336504,0.159824916977931
SPATA9,0.0869740995559265,0.159854343740914
ANKRD56,0.120709534581223,0.1598766292011
XLOC_004920,-0.0989828469033192,0.159880703055382
IGANRP,-0.171076384444282,0.159906879480606
IL36G,0.0638683351199298,0.159938161982042
CYCSP52,-0.171775572165342,0.159982337234077
DNAH10,0.0870449204792143,0.159989530917991
XLOC_013780,0.038089132791997,0.160049297842142
D21S2088E,0.129412235073346,0.16007679993602
SGMS1,0.0955718701857853,0.160197969219593
CD96,0.154936637468085,0.160224360436823
RNGTT,0.1176737193729,0.160279295122624
ZNF583,-0.178890071957141,0.160288672755663
LOC284837,-0.169449759756785,0.160534763463721
XLOC_010286,-0.0632172234126913,0.160535386459358
XLOC_012767,-0.126988788823654,0.160538752991349
XLOC_003234,-0.146285788584035,0.160546218950319
TNFAIP8L1,-0.14204873094195,0.160618836964237
LOC100506859,0.157347509254503,0.160710081017029
CCDC157,0.126291422085357,0.160720498216778
SNORD4B,-0.139806542641304,0.160798432201313
MMP15,0.100064141732221,0.160808032317356
XLOC_002719,0.0631796270008755,0.160816819840031
XLOC_001853,-0.0529389353372369,0.160860743345649
FGF3,0.167313941623739,0.160875097739007
MRPL4,0.0995070241390756,0.160941160422655
OR12D3,-0.0637403687900764,0.160997197821236
XLOC_006811,0.0616686355880101,0.161019514766926
XLOC_001354,0.117320950759881,0.161023368246939
XLOC_004528,0.109002144519394,0.161115262438655
XLOC_011319,-0.15938105349224,0.161161067834446
DEFB123,-0.105013772060593,0.16117871920638
GEMIN6,0.0685015552282842,0.161206934639453
XLOC_001872,0.0967460043590744,0.161246902604314
LOC347411,0.0679972796871253,0.16126944081483
SOX14,-0.179223254919167,0.161315138068952
XLOC_006404,0.110195059149492,0.161329784120497
PRDX3,0.124377305786511,0.161335483555057
ZNF557,-0.0926247788377941,0.161360800071694
LOC389906,-0.11472805293028,0.16140465317242
EEA1,0.0737694875331911,0.16140761141421
XLOC_010037,0.2242524838385,0.161452163489976
XLOC_011519,0.173366488363114,0.161505706607608
GPR137C,0.116149669604944,0.161532600933626
LOC100288273,0.418779334291173,0.161577199179321
XLOC_006364,0.02066334246862,0.161615649617426
PCDH7,-0.290582794138184,0.161690117799639
C2orf55,-0.101671071976742,0.161714785605206
XLOC_006625,0.119841821636432,0.161717292127351
NONO,0.0546009373794965,0.161797734504349
SH3RF3,0.0916349623172923,0.161843951107044
STK4,0.0796013391038457,0.161922345537895
TRIM63,-0.225952537449696,0.16204886335793
C20orf43,-0.0501803738465467,0.162078319324107
XLOC_010198,0.0860284415851407,0.162087867513698
DNPEP,0.0881332873602299,0.162094467724855
LOC400238,-0.156201920178634,0.162113385986414
PROK1,0.166706336955192,0.162126332529976
FLJ40453,0.045471473145118,0.162145427733956
LOC100505577,-0.19743838822333,0.162327331394733
XLOC_013917,0.18228576345024,0.162405517762019
HSPA1A,-0.151911317177417,0.162438911321452
KRT12,0.291460944183483,0.162467713821849
BLK,-0.30433375812033,0.162523454534056
OR52L1,-0.101032387453257,0.162547001318999
ZNF511,0.091489928383945,0.16257420038
XLOC_009231,-0.0929671671720802,0.162599976465511
PRKAB2,-0.126005018893685,0.162727206351909
LOC100508196,0.36223787670087,0.162739537046978
PSMA1,0.106427222792676,0.162739556162567
LOC100287223,0.0590612524882697,0.162747390782661
XLOC_008990,-0.164637344414168,0.162808588734114
PCP4,0.168888481693823,0.16294642462797
RBSG2,0.0485897721686872,0.162992855572
CCDC81,-0.186354608674708,0.162999407307118
XLOC_009762,-0.0570332214372988,0.163023108034437
NBPF7,-0.174048081322265,0.163069690547335
XLOC_009846,-0.133228349891159,0.163091247253417
RBMX2,0.0917906582731787,0.163104789061832
XLOC_006139,-0.0696371988378752,0.163153144338265
XLOC_005315,-0.0559433551619373,0.163201761306498
NEAT1,-0.2104146786652,0.163254304351292
C1orf51,-0.332802562419475,0.163269546835746
FLJ35776,-0.0869680353655085,0.163282036807647
APLN,-0.256383099529608,0.163337895978324
NPS,-0.146145082327419,0.163348656913125
TFF1,0.0871416473287763,0.163355346102435
ANXA10,0.123820407041279,0.16336020237555
LINC00347,0.216778855859159,0.163410568127756
XLOC_002184,-0.204854878395162,0.163480008001713
C2orf67,-0.172268875905542,0.163484658745291
XLOC_013815,0.0498086553125501,0.163486206738689
XLOC_l2_014711,-0.0669750501523199,0.16348731820153
PADI4,0.115707650350282,0.163496884612858
XLOC_012365,0.0490003197612172,0.163528087811312
XLOC_l2_005116,0.12749176770178,0.163528288675602
LOC100506393,-0.123228763865082,0.16355459840739
IGSF22,0.119227170537486,0.163555272655985
XLOC_011373,0.283153532535468,0.163570427932912
IPCEF1,0.136927006683345,0.16358421081662
PTP4A1,-0.0904024629743949,0.163593603503161
NAGPA,0.0895037636294145,0.163646374547451
LAT,-0.131425436441012,0.163651035483284
DHX30,0.0906761296973499,0.163810654131723
LOC338694,0.118484487559025,0.163838609606853
SORL1,0.133405284639226,0.163848573198999
CFHR4,0.1103206702656,0.16389021727716
DCAF10,0.0782442599122142,0.16393914354746
XLOC_002965,-0.0815020226324614,0.163990060551042
ST7L,0.099995906956313,0.164069681647943
WRAP73,0.0615934260342463,0.164129815939009
ZNF7,0.0756812872562067,0.164138990047892
ARF3,0.111880496016418,0.164157109492161
THAP5,0.064205990377602,0.164220129887018
LOC100507115,0.0674593732300512,0.164292693320669
XLOC_009530,0.0563706643549742,0.164299463191819
ERBB2IP,-0.118793416963824,0.164364916194028
FAM84B,0.0977789026217444,0.164398276368745
RAB3GAP1,-0.0492866692307139,0.164418946381529
LOC100130581,-0.089431362610729,0.164447187213011
UNC119,0.0857843839945751,0.164483850940375
LOC100507201,-0.038775472385558,0.164492450486367
LOC285696,-0.0672442550115719,0.164507833672352
CES5A,-0.054616989282702,0.164552497752498
RTN1,0.24043025959093,0.164574083208149
CCL5,-0.164198279703999,0.164584255286094
XLOC_l2_010968,-0.0653837282613849,0.164591860816595
LRP2,-0.171289339704727,0.164656641364972
EML6,-0.0611877068979394,0.16467640463694
SNORD45A,0.169134308295148,0.164722017170502
CCNG1,-0.0794935809224704,0.164758014406662
CHIC1,-0.110935026239448,0.164804081858306
LOC100507481,-0.152474734429934,0.164815187561603
LIPH,0.128731877362682,0.164964363496673
FANCL,0.10709231417191,0.164968742988752
XLOC_004581,0.0969413187654755,0.164982807870275
LOC729513,-0.12332270389794,0.165039614258345
LOC100505940,0.061869264824111,0.165076205105484
PDE7B,-0.150322362569579,0.165124037426959
XLOC_005298,-0.0394735174242389,0.165132181023501
ZBTB5,-0.0627406391613388,0.165156952987762
CRIP2,0.174761087503665,0.165158133479114
AVIL,0.185201272106396,0.165164954210017
FGF2,0.0949454032530221,0.16522126252505
SLCO1B1,-0.172573864004731,0.165222887866041
RNF182,-0.196616360030649,0.165230701106195
LOC100505495,-0.221213520414477,0.165276612602562
XLOC_011937,0.0258105954568819,0.16534949667179
GCLM,-0.141405512472434,0.165476293805545
PCDHA5,0.249924995058451,0.165478762998732
AVPR1B,0.102674954188348,0.165670698936427
SCN5A,0.113948693430633,0.165697231895391
TSTD2,0.093692177968679,0.165899283285453
LOC729264,0.13578982759009,0.165906557283777
LOC100289255,-0.121627042771164,0.165959445418481
FAS-AS1,-0.127093097843499,0.166049677706058
GPR18,0.288906606579452,0.166154578322953
SLC15A2,0.0867547029747484,0.166170486971978
HSD52,-0.0712587773007951,0.166380770348517
XLOC_010199,-0.0501808253499403,0.166427387430368
FAM109B,0.0856059934735791,0.166545291012433
CEP192,0.0669219324700432,0.166553535215169
LOC100506467,0.150084984914625,0.166555570100607
ARAP3,-0.125555173016049,0.166587212222861
LOC147004,-0.0700885645608873,0.166712599130463
BLMH,0.0865279333182611,0.166723304265923
XLOC_012690,-0.0909572623093546,0.166752835691115
LOC729732,0.176147197114473,0.166781334228126
LOC153684,-0.188297418290055,0.166786106787808
ARID5B,-0.148386707731631,0.166833813896403
UNC45B,0.0515734619117945,0.166849764147482
XLOC_l2_003936,0.0634642669215182,0.166862938892273
HARBI1,0.0573037226794177,0.166879972776299
LOC100505525,0.231100883917327,0.166980085849884
RPS27L,0.0638404260397909,0.167076138362715
CLCN4,-0.159261648541091,0.167081687818002
XLOC_012727,-0.143982839659793,0.167107287533149
BHLHB9,-0.0991640498729001,0.167130526880661
DEFB104B,0.158573808271552,0.167167893142547
XLOC_011795,-0.123356351018653,0.167208774293739
XLOC_l2_004840,0.26361188410063,0.167239894779784
XLOC_004147,-0.0366658891512706,0.167349056601707
XLOC_l2_012570,0.132767529956325,0.167389212200911
KIAA1033,0.0736563417415574,0.167434915543955
LOC100506494,-0.16595148348412,0.167502112733987
XLOC_001377,-0.0285379587810231,0.167529193165074
XLOC_l2_000101,-0.213371607354196,0.167545523517667
PNMA6C,-0.235993243159206,0.167594608395349
XLOC_000227,0.14337238103806,0.167707949464853
USP16,-0.0441455346233717,0.16771522439211
XLOC_001151,-0.141180392962393,0.167747171285304
XLOC_004831,-0.247410949237177,0.167787302227224
AIF1L,-0.133500460238022,0.167800741476941
DNAJC28,-0.102050685666311,0.167845124454899
TMIGD2,0.16352405909958,0.16787394345851
XLOC_l2_007767,-0.123881350333215,0.167885536636083
ATXN8OS,-0.0625019017037587,0.167923978500351
COMMD9,0.0585257288650674,0.168000379694561
GUSBP1,-0.124028290807659,0.168147852877055
CPLX2,-0.16027387565833,0.168149972433468
LOC100133461,-0.0811855670692871,0.168199831506664
FLJ39739,0.0902586969959336,0.168218954152624
LAMA1,0.216317172315759,0.168220074052652
ZNF491,-0.152517603185373,0.168246848279419
CTAG1A,-0.393309316545533,0.168286872148692
IFT122,-0.0753555383269919,0.168300958645661
XLOC_004459,0.0942892037555034,0.168312650554606
ITPR2,-0.100239352054939,0.16831754391559
NEFH,0.129860275721032,0.168350009073948
SPTA1,-0.0209733386107389,0.168350967542577
RAD50,0.0513980665636282,0.168423335644616
HRH3,0.118414141548643,0.168436927398082
LEPREL1,-0.352220481380142,0.168540080365806
XLOC_012677,-0.0688050691170972,0.168569485718716
XLOC_l2_012899,-0.0867424959376488,0.168608643456174
XLOC_010397,0.0635579435502382,0.168728689584097
LANCL2,0.106742064599108,0.168836926894114
XLOC_l2_011620,-0.20918756493214,0.168872621469521
LOC399829,0.059216286294179,0.168892192651143
XLOC_005355,-0.0967788464342763,0.16900066671548
XLOC_001598,-0.137170695298755,0.169007814065022
XLOC_003820,-0.151920081941353,0.169032856565675
C18orf62,-0.136745931690064,0.169034357521024
XLOC_l2_014694,-0.119157077823931,0.169120065510923
XLOC_009456,-0.091240059749746,0.16913453688484
XLOC_005111,0.110228567987036,0.169137733622279
XLOC_l2_005880,-0.0804034496698707,0.16916652868556
XLOC_001591,0.158740100680817,0.169173555454629
OR52B4,-0.113851420916805,0.169237225139551
LOC100190986,-0.174321288822566,0.169334763992056
TMEM126A,-0.0662339539880792,0.169463409490511
EBF1,0.176097975484205,0.169474199148651
KIAA0240,-0.0499217276008173,0.169514346587511
LOC100128508,-0.099711655359878,0.169528154184521
STMN3,0.111757070215958,0.169610851859553
OR10A3,-0.167153190134815,0.169611425708095
HSFY1P1,-0.0623772466386192,0.16961660054008
XLOC_l2_010880,0.0285963397362075,0.16961754856396
HHLA3,-0.0970625545619188,0.169621888059212
XLOC_003723,0.134900859318529,0.169673025226355
XLOC_001814,0.0385834054711278,0.169721958901668
XLOC_l2_007058,-0.138001400572611,0.16978866195407
XLOC_005871,-0.127641902393091,0.169864641086819
FAM95B1,0.123248648754489,0.169974825015151
XLOC_013913,0.136736391783058,0.169977214272279
XLOC_000545,0.0435029166055187,0.170056870074082
KCTD12,-0.165402086781474,0.170059710864793
XLOC_006862,0.0947925293939993,0.170071029399714
PPAP2A,-0.103542801143536,0.170152223503922
